Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Friday, May 10",LAA,Home,KCR,L,1.0,2.0,9.0,14-25,5.0,7.5,Duffey,Estévez,Schreiber,2:38,N,29126.0,.43,-2.0,
"Saturday, May 11",LAA,Home,KCR,W,9.0,3.0,9.0,15-25,4.0,6.5,Anderson,Ragans,None,2:21,N,31593.0,.37,1.0,
"Sunday, May 12",LAA,Home,KCR,L,2.0,4.0,9.0,15-26,5.0,7.0,Lugo,Sandoval,McArthur,2:18,D,27723.0,.40,-1.0,
"Monday, May 13",LAA,Home,STL,L,5.0,10.0,9.0,15-27,5.0,8.0,Leahy,Moore,None,2:54,N,22814.0,.35,-2.0,
"Tuesday, May 14",LAA,Home,STL,L,6.0,7.0,9.0,15-28,5.0,8.0,Gray,Strickland,Helsley,2:55,N,21490.0,.30,-3.0,
"Wednesday, May 15",LAA,Home,STL,W,7.0,2.0,9.0,16-28,5.0,8.0,Canning,Lynn,None,2:57,N,21961.0,.28,1.0,
"Friday, May 17",LAA,@,TEX,W,9.0,3.0,9.0,17-28,5.0,7.0,Anderson,Heaney,None,2:50,N,37922.0,.36,2.0,
"Saturday, May 18",LAA,@,TEX,L-wo,2.0,3.0,13.0,17-29,5.0,8.0,Rodríguez,Fulmer,None,3:44,N,36457.0,.39,-1.0,
"Sunday, May 19",LAA,@,TEX,W,4.0,1.0,9.0,18-29,4.0,7.0,Soriano,Lorenzen,García,2:23,D,36009.0,.38,1.0,
"Monday, May 20",LAA,@,HOU,W,9.0,7.0,9.0,19-29,4.0,7.0,Suarez,Valdez,Estévez,2:36,N,29821.0,.39,2.0,
"Tuesday, May 21",LAA,@,HOU,L-wo,5.0,6.0,10.0,19-30,5.0,8.0,Hader,Estévez,None,2:58,N,30891.0,.41,-1.0,
"Wednesday, May 22",LAA,@,HOU,W,2.0,1.0,9.0,20-30,4.0,7.0,Anderson,Brown,García,2:18,D,30599.0,.38,1.0,
"Friday, May 24",LAA,Home,CLE,L,4.0,10.0,9.0,20-31,4.0,6.5,Allen,Sandoval,None,2:40,N,37618.0,.38,-1.0,
"Saturday, May 25",LAA,Home,CLE,L,3.0,4.0,9.0,20-32,5.0,6.5,Bibee,Soriano,Clase,2:22,N,35861.0,.36,-2.0,
"Sunday, May 26",LAA,Home,CLE,L,4.0,5.0,9.0,20-33,5.0,7.5,Lively,Detmers,Clase,2:33,D,38741.0,.35,-3.0,
"Tuesday, May 28",LAA,Home,NYY,W,4.0,3.0,9.0,21-33,5.0,8.0,Moore,Weaver,Estévez,2:25,N,34894.0,.28,1.0,
"Wednesday, May 29",LAA,Home,NYY,L,1.0,2.0,9.0,21-34,5.0,9.0,Gil,Anderson,Holmes,2:23,N,34313.0,.28,-1.0,
"Thursday, May 30",LAA,Home,NYY,L,3.0,8.0,9.0,21-35,5.0,9.0,Rodón,Sandoval,None,2:41,N,36312.0,.24,-2.0,
"Friday, May 31",LAA,@,SEA,L,4.0,5.0,9.0,21-36,5.0,10.0,Stanek,Moore,Muñoz,2:32,N,40001.0,.27,-3.0,
"Saturday, Jun 1",LAA,@,SEA,L,0.0,9.0,9.0,21-37,5.0,11.0,Miller,Detmers,None,2:47,D,39932.0,.24,-4.0,
"Sunday, Jun 2",LAA,@,SEA,L,1.0,5.0,9.0,21-38,5.0,12.0,Castillo,Canning,None,2:39,D,35990.0,.19,-5.0,
"Monday, Jun 3",LAA,Home,SDP,W,2.0,1.0,9.0,22-38,5.0,11.5,Strickland,Morejón,Estévez,2:17,N,32683.0,.11,1.0,
"Tuesday, Jun 4",LAA,Home,SDP,W,4.0,2.0,9.0,23-38,5.0,11.5,Moore,Matsui,Estévez,2:29,N,33947.0,.12,2.0,
"Wednesday, Jun 5",LAA,Home,SDP,W,3.0,2.0,9.0,24-38,5.0,10.5,Soriano,Cease,Moore,2:18,N,31960.0,.14,3.0,
"Friday, Jun 7",LAA,Home,HOU,L,1.0,7.0,9.0,24-39,5.0,11.0,Valdez,Canning,None,2:19,N,36534.0,.16,-1.0,
"Saturday, Jun 8",LAA,Home,HOU,L,1.0,6.0,9.0,24-40,5.0,11.0,Brown,Anderson,None,2:48,N,38217.0,.14,-2.0,
"Sunday, Jun 9",LAA,Home,HOU,W-wo,9.0,7.0,9.0,25-40,4.0,11.0,Estévez,Hader,None,3:13,D,42703.0,.15,1.0,
"Tuesday, Jun 11",LAA,@,ARI,L,4.0,9.0,9.0,25-41,4.0,12.5,Montgomery,Suarez,None,3:17,N,20972.0,.14,-1.0,
"Wednesday, Jun 12",LAA,@,ARI,W,8.0,3.0,9.0,26-41,4.0,12.5,Soriano,Cecconi,None,2:42,N,19691.0,.11,1.0,
"Thursday, Jun 13",LAA,@,ARI,L,1.0,11.0,9.0,26-42,4.0,12.5,Pfaadt,Canning,None,2:36,N,18185.0,.13,-1.0,
"Friday, Jun 14",LAA,@,SFG,W,8.0,6.0,9.0,27-42,4.0,12.5,Anderson,Howard,Estévez,2:56,N,32842.0,.11,1.0,
"Saturday, Jun 15",LAA,@,SFG,W,4.0,3.0,9.0,28-42,4.0,12.5,Moore,Walker,Estévez,2:37,D,36235.0,.13,2.0,
"Sunday, Jun 16",LAA,@,SFG,L,6.0,13.0,9.0,28-43,4.0,13.5,Bivens,Suarez,None,2:48,D,41008.0,.15,-1.0,
