Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Monday, Jun 24",WSN,@,SDP,L-wo,6.0,7.0,10.0,38-40,3.0,14.0,Peralta,Harvey,None,2:59,N,39164.0,.81,-1.0,
"Tuesday, Jun 25",WSN,@,SDP,L,7.0,9.0,9.0,38-41,4.0,14.0,Mazur,Gore,Suarez,2:46,N,40825.0,.75,-2.0,
"Wednesday, Jun 26",WSN,@,SDP,L,5.0,8.0,9.0,38-42,4.0,15.0,Cease,Herz,None,2:28,D,37397.0,.70,-3.0,
"Friday, Jun 28",WSN,@,TBR,L,1.0,3.0,9.0,38-43,4.0,15.5,Eflin,Parker,Fairbanks,2:33,N,14959.0,.59,-4.0,
"Saturday, Jun 29",WSN,@,TBR,W,8.0,1.0,9.0,39-43,4.0,14.5,Irvin,Civale,None,2:34,D,17501.0,.50,1.0,
"Sunday, Jun 30",WSN,@,TBR,L,0.0,5.0,9.0,39-44,4.0,15.5,Bradley,Corbin,None,2:20,D,18259.0,.53,-1.0,
"Monday, Jul 1",WSN,Home,NYM,L,7.0,9.0,10.0,39-45,4.0,16.0,Diekman,Harvey,Garrett,3:19,N,26719.0,.58,-2.0,
"Tuesday, Jul 2",WSN,Home,NYM,L,2.0,7.0,10.0,39-46,4.0,17.0,Buttó,Garcia,None,2:46,N,19844.0,.49,-3.0,
"Wednesday, Jul 3",WSN,Home,NYM,W,7.0,5.0,9.0,40-46,4.0,17.0,Barnes,Diekman,Finnegan,2:40,N,32391.0,.45,1.0,
"Thursday, Jul 4",WSN,Home,NYM,W,1.0,0.0,9.0,41-46,4.0,16.0,Irvin,Houser,Law,1:58,D,34394.0,.48,2.0,
"Friday, Jul 5",WSN,Home,STL,L,6.0,7.0,11.0,41-47,4.0,17.0,Helsley,Floro,None,3:26,N,24072.0,.52,-1.0,
"Saturday, Jul 6",WSN,Home,STL,W,14.0,6.0,9.0,42-47,4.0,16.0,Barnes,Lynn,None,3:10,D,21838.0,.47,1.0,
"Sunday, Jul 7",WSN,Home,STL,L,3.0,8.0,9.0,42-48,4.0,16.0,Gibson,Herz,None,2:59,D,19782.0,.54,-1.0,
"Monday, Jul 8",WSN,Home,STL,L,0.0,6.0,9.0,42-49,4.0,16.5,Mikolas,Parker,None,2:24,D,16454.0,.43,-2.0,
"Tuesday, Jul 9",WSN,@,NYM,L,5.0,7.0,9.0,42-50,4.0,17.5,Quintana,Irvin,Díaz,2:41,N,31243.0,.39,-3.0,
"Wednesday, Jul 10",WSN,@,NYM,L,2.0,6.0,9.0,42-51,4.0,18.5,Severino,Corbin,Buttó,2:24,N,24887.0,.33,-4.0,
"Thursday, Jul 11",WSN,@,NYM,L,0.0,7.0,9.0,42-52,4.0,19.5,Peterson,Gore,None,2:49,D,25710.0,.29,-5.0,
"Friday, Jul 12",WSN,@,MIL,W,5.0,2.0,9.0,43-52,4.0,18.5,Garcia,Peralta,Finnegan,2:41,N,31967.0,.22,1.0,
"Saturday, Jul 13",WSN,@,MIL,W,6.0,5.0,9.0,44-52,4.0,18.5,Law,Megill,Finnegan,3:00,D,34169.0,.26,2.0,
"Sunday, Jul 14",WSN,@,MIL,L,3.0,9.0,9.0,44-53,4.0,18.5,Rea,Irvin,None,2:34,D,35040.0,.29,-1.0,
"Friday, Jul 19",WSN,Home,CIN,,,,,,,,,,,,,,,,
"Saturday, Jul 20",WSN,Home,CIN,,,,,,,,,,,,,,,,
"Sunday, Jul 21",WSN,Home,CIN,,,,,,,,,,,,,,,,
"Tuesday, Jul 23",WSN,Home,SDP,,,,,,,,,,,,,,,,
"Wednesday, Jul 24",WSN,Home,SDP,,,,,,,,,,,,,,,,
"Thursday, Jul 25",WSN,Home,SDP,,,,,,,,,,,,,,,,
