Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Wednesday, May 1",OAK,Home,PIT,W,4.0,0.0,9.0,15-17,3.0,2.5,Stripling,Priester,None,2:21,D,4679.0,.75,4.0,
"Friday, May 3",OAK,Home,MIA,W,3.0,1.0,9.0,16-17,3.0,1.5,Sears,Weathers,Erceg,2:20,N,8533.0,.82,5.0,
"Saturday, May 4",OAK,Home,MIA,W,20.0,4.0,9.0,17-17,3.0,1.5,Blackburn,Rogers,None,2:43,D,7809.0,.86,6.0,
"Sunday, May 5",OAK,Home,MIA,L,3.0,12.0,9.0,17-18,3.0,2.5,Smith,Boyle,None,2:52,D,12212.0,.90,-1.0,
"Monday, May 6",OAK,Home,TEX,L,2.0,4.0,9.0,17-19,3.0,3.0,Leclerc,Erceg,Yates,2:26,N,2895.0,1.00,-2.0,
"Tuesday, May 7",OAK,Home,TEX,L,8.0,15.0,9.0,17-20,3.0,4.0,Ureña,Stripling,None,3:07,D,3965.0,.91,-3.0,
"Wednesday, May 8 (1)",OAK,Home,TEX,W,9.0,4.0,9.0,18-20,3.0,4.0,Sears,Lorenzen,None,2:19,D,,.85,1.0,
"Wednesday, May 8 (2)",OAK,Home,TEX,L,11.0,12.0,9.0,18-21,3.0,4.0,Robertson,Bido,Yates,3:33,D,8230.0,.88,-1.0,
"Friday, May 10",OAK,@,SEA,L,1.0,8.0,9.0,18-22,3.0,4.0,Thornton,Blackburn,None,2:44,N,39743.0,.82,-2.0,
"Saturday, May 11",OAK,@,SEA,W,8.0,1.0,9.0,19-22,3.0,3.0,Estes,Miller,None,2:21,N,32398.0,.76,1.0,
"Sunday, May 12",OAK,@,SEA,L,4.0,8.0,9.0,19-23,3.0,3.5,Castillo,Wood,None,2:18,D,41609.0,.86,-1.0,
"Monday, May 13",OAK,@,HOU,L,2.0,9.0,9.0,19-24,3.0,4.5,Arrighetti,Stripling,None,2:33,N,26225.0,.72,-2.0,
"Tuesday, May 14",OAK,@,HOU,L-wo,1.0,2.0,10.0,19-25,3.0,4.5,Hader,Kelly,None,3:01,N,36178.0,.68,-3.0,
"Wednesday, May 15",OAK,@,HOU,L,0.0,3.0,9.0,19-26,3.0,5.5,Valdez,Brooks,Martinez,2:04,N,28124.0,.64,-4.0,
"Thursday, May 16",OAK,@,HOU,L,1.0,8.0,9.0,19-27,4.0,6.0,Javier,Estes,Dubin,2:23,N,26377.0,.59,-5.0,
"Friday, May 17",OAK,@,KCR,L,2.0,6.0,9.0,19-28,4.0,6.0,Ragans,Spence,None,2:27,N,24585.0,.51,-6.0,
"Saturday, May 18",OAK,@,KCR,L,3.0,5.0,9.0,19-29,4.0,7.0,Lugo,Stripling,McArthur,2:19,N,22014.0,.46,-7.0,
"Sunday, May 19",OAK,@,KCR,L,4.0,8.0,9.0,19-30,4.0,7.0,Singer,Sears,None,2:23,D,20035.0,.38,-8.0,
"Tuesday, May 21",OAK,Home,COL,W,5.0,4.0,9.0,20-30,4.0,7.5,Erceg,Kinley,Miller,2:17,N,4005.0,.31,1.0,
"Wednesday, May 22",OAK,Home,COL,L,3.0,4.0,12.0,20-31,5.0,7.5,Mears,Muller,Koch,3:09,N,3617.0,.37,-1.0,
"Thursday, May 23",OAK,Home,COL,W-wo,10.0,9.0,11.0,21-31,4.0,6.5,Bielak,Lambert,None,3:12,D,6886.0,.30,1.0,
"Friday, May 24",OAK,Home,HOU,L,3.0,6.0,9.0,21-32,4.0,6.5,Verlander,Stripling,Hader,2:31,N,9676.0,.40,-1.0,
"Saturday, May 25",OAK,Home,HOU,W,3.0,1.0,9.0,22-32,4.0,5.5,Sears,Arrighetti,Miller,2:24,D,10617.0,.35,1.0,
"Sunday, May 26",OAK,Home,HOU,L,2.0,5.0,9.0,22-33,4.0,6.5,Blanco,Brooks,None,2:20,D,10927.0,.44,-1.0,
"Tuesday, May 28",OAK,@,TBR,W,3.0,0.0,9.0,23-33,4.0,7.0,Spence,Littell,Miller,2:31,N,13889.0,.33,1.0,
"Wednesday, May 29",OAK,@,TBR,L-wo,3.0,4.0,9.0,23-34,4.0,8.0,Fairbanks,Kelly,None,2:55,N,13167.0,.36,-1.0,
"Thursday, May 30",OAK,@,TBR,L-wo,5.0,6.0,12.0,23-35,4.0,8.0,Lovelady,Ferguson,None,3:12,D,15264.0,.32,-2.0,
"Friday, May 31",OAK,@,ATL,L,2.0,4.0,9.0,23-36,4.0,9.0,López,Sears,Iglesias,2:07,N,40204.0,.27,-3.0,
