Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Sunday, Jul 7",LAD,Home,MIL,L,2.0,9.0,9.0,55-36,1.0,up 7.5,Junis,Wrobleski,None,2:53,D,43528.0,1.31,-1.0,
"Tuesday, Jul 9",LAD,@,PHI,L,1.0,10.0,9.0,55-37,1.0,up 7.5,Wheeler,Miller,None,2:49,N,43065.0,1.18,-2.0,
"Wednesday, Jul 10",LAD,@,PHI,L,3.0,4.0,9.0,55-38,1.0,up 7.5,Sánchez,Stone,Hoffman,2:30,N,42912.0,1.23,-3.0,
"Thursday, Jul 11",LAD,@,PHI,L,1.0,5.0,9.0,55-39,1.0,up 7.0,Nola,Banda,None,2:43,N,44020.0,1.23,-4.0,
"Friday, Jul 12",LAD,@,DET,W,4.0,3.0,9.0,56-39,1.0,up 8.0,Petersen,Foley,Hudson,2:58,N,42060.0,1.19,1.0,
"Saturday, Jul 13",LAD,@,DET,L-wo,9.0,11.0,10.0,56-40,1.0,up 7.0,Vest,Ramírez,None,3:11,D,40196.0,1.19,-1.0,
"Sunday, Jul 14",LAD,@,DET,L-wo,3.0,4.0,9.0,56-41,1.0,up 7.0,Faedo,Ramírez,None,2:52,D,35159.0,1.26,-2.0,
"Friday, Jul 19",LAD,Home,BOS,,,,,,,,,,,,,,,,
"Saturday, Jul 20",LAD,Home,BOS,,,,,,,,,,,,,,,,
"Sunday, Jul 21",LAD,Home,BOS,,,,,,,,,,,,,,,,
"Monday, Jul 22",LAD,Home,SFG,,,,,,,,,,,,,,,,
"Tuesday, Jul 23",LAD,Home,SFG,,,,,,,,,,,,,,,,
"Wednesday, Jul 24",LAD,Home,SFG,,,,,,,,,,,,,,,,
"Thursday, Jul 25",LAD,Home,SFG,,,,,,,,,,,,,,,,
"Friday, Jul 26",LAD,@,HOU,,,,,,,,,,,,,,,,
"Saturday, Jul 27",LAD,@,HOU,,,,,,,,,,,,,,,,
"Sunday, Jul 28",LAD,@,HOU,,,,,,,,,,,,,,,,
"Tuesday, Jul 30",LAD,@,SDP,,,,,,,,,,,,,,,,
"Wednesday, Jul 31",LAD,@,SDP,,,,,,,,,,,,,,,,
"Friday, Aug 2",LAD,@,OAK,,,,,,,,,,,,,,,,
