Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Saturday, May 11",COL,Home,TEX,W,8.0,3.0,9.0,11-28,5.0,15.0,Kinley,Robertson,None,2:48,N,37527.0,.12,3.0,
"Sunday, May 12",COL,Home,TEX,W,3.0,1.0,9.0,12-28,5.0,14.0,Blach,Ureña,Beeks,2:25,D,35107.0,.15,4.0,
"Monday, May 13",COL,@,SDP,W,5.0,4.0,9.0,13-28,5.0,14.0,Hudson,Vásquez,Beeks,2:44,N,34458.0,.20,5.0,
"Tuesday, May 14",COL,@,SDP,W,6.0,3.0,9.0,14-28,5.0,14.0,Quantrill,Cease,Kinley,2:39,N,40134.0,.22,6.0,
"Wednesday, May 15",COL,@,SDP,W,8.0,0.0,9.0,15-28,5.0,13.0,Gomber,King,None,2:26,D,33951.0,.25,7.0,
"Friday, May 17",COL,@,SFG,L,5.0,10.0,9.0,15-29,5.0,13.5,Hjelle,Feltner,None,3:01,N,32025.0,.29,-1.0,
"Saturday, May 18",COL,@,SFG,L,4.0,14.0,9.0,15-30,5.0,14.5,Harrison,Blach,None,2:47,D,31098.0,.26,-2.0,
"Sunday, May 19",COL,@,SFG,L,1.0,4.0,9.0,15-31,5.0,15.5,Hicks,Hudson,Doval,2:26,D,34766.0,.23,-3.0,
"Tuesday, May 21",COL,@,OAK,L,4.0,5.0,9.0,15-32,5.0,16.0,Erceg,Kinley,Miller,2:17,N,4005.0,.18,-4.0,
"Wednesday, May 22",COL,@,OAK,W,4.0,3.0,12.0,16-32,5.0,15.0,Mears,Muller,Koch,3:09,N,3617.0,.15,1.0,
"Thursday, May 23",COL,@,OAK,L-wo,9.0,10.0,11.0,16-33,5.0,15.5,Bielak,Lambert,None,3:12,D,6886.0,.17,-1.0,
"Friday, May 24",COL,Home,PHI,W-wo,3.0,2.0,11.0,17-33,5.0,14.5,Kinley,Soto,None,2:47,N,35007.0,.15,1.0,
"Saturday, May 25",COL,Home,PHI,L,4.0,8.0,9.0,17-34,5.0,14.5,Ruiz,Lawrence,None,2:59,N,37535.0,.18,-1.0,
"Sunday, May 26",COL,Home,PHI,W,5.0,2.0,9.0,18-34,5.0,13.5,Quantrill,Suárez,Kinley,2:22,D,47442.0,.13,1.0,
"Monday, May 27",COL,Home,CLE,W,8.0,6.0,9.0,19-34,5.0,13.0,Rogers,Curry,Beeks,2:42,D,35122.0,.16,2.0,
"Tuesday, May 28",COL,Home,CLE,L,7.0,13.0,9.0,19-35,5.0,14.5,Smith,Lambert,None,2:55,N,21009.0,.20,-1.0,
"Wednesday, May 29",COL,Home,CLE,W,7.0,4.0,9.0,20-35,5.0,14.5,Blach,Allen,None,2:29,N,21374.0,.15,1.0,
"Friday, May 31",COL,@,LAD,W,4.0,1.0,9.0,21-35,5.0,13.5,Hudson,Buehler,Beeks,2:20,N,47542.0,.20,2.0,
"Saturday, Jun 1",COL,@,LAD,L,1.0,4.0,9.0,21-36,5.0,14.5,Yamamoto,Quantrill,Phillips,2:41,N,50182.0,.26,-1.0,
"Sunday, Jun 2",COL,@,LAD,L,0.0,4.0,9.0,21-37,5.0,15.5,Stone,Gomber,None,2:29,D,48251.0,.20,-2.0,
"Monday, Jun 3",COL,Home,CIN,L,3.0,13.0,9.0,21-38,5.0,16.0,Abbott,Feltner,None,2:30,N,25140.0,.17,-3.0,
"Tuesday, Jun 4",COL,Home,CIN,L,1.0,4.0,9.0,21-39,5.0,16.0,Montas,Blach,None,2:22,N,25315.0,.15,-4.0,
"Wednesday, Jun 5",COL,Home,CIN,L,7.0,12.0,9.0,21-40,5.0,16.0,Cruz,Beeks,None,3:12,D,27022.0,.13,-5.0,
"Thursday, Jun 6",COL,@,STL,W,3.0,2.0,9.0,22-40,5.0,16.0,Quantrill,Gray,Kinley,2:59,N,33332.0,.10,1.0,
"Friday, Jun 7",COL,@,STL,L,5.0,8.0,9.0,22-41,5.0,17.0,Romero,Carasiti,Helsley,2:59,N,35229.0,.12,-1.0,
"Saturday, Jun 8",COL,@,STL,W,6.0,5.0,9.0,23-41,5.0,17.0,Vodnik,Kittredge,Kinley,2:31,D,34577.0,.09,1.0,
"Sunday, Jun 9",COL,@,STL,L,1.0,5.0,9.0,23-42,5.0,17.0,Pallante,Blach,None,2:15,D,40219.0,.11,-1.0,
"Monday, Jun 10",COL,@,MIN,L,0.0,5.0,9.0,23-43,5.0,17.5,Paddack,Hudson,None,2:09,N,19901.0,.09,-2.0,
"Tuesday, Jun 11",COL,@,MIN,W,5.0,4.0,9.0,24-43,5.0,17.5,Quantrill,Thielbar,Kinley,2:35,N,21998.0,.06,1.0,
"Wednesday, Jun 12",COL,@,MIN,L,9.0,17.0,9.0,24-44,5.0,17.5,López,Gomber,None,3:08,D,18875.0,.09,-1.0,
"Friday, Jun 14",COL,Home,PIT,L,2.0,5.0,9.0,24-45,5.0,18.0,Ortiz,Feltner,None,2:34,N,31717.0,.07,-2.0,
"Saturday, Jun 15",COL,Home,PIT,W,16.0,4.0,9.0,25-45,5.0,17.0,Blach,Jones,None,2:43,N,40033.0,.05,1.0,
"Sunday, Jun 16",COL,Home,PIT,L,2.0,8.0,9.0,25-46,5.0,18.0,Mlodzinski,Hudson,None,2:45,D,40422.0,.07,-1.0,
"Monday, Jun 17",COL,Home,LAD,L,5.0,9.0,9.0,25-47,5.0,19.0,Paxton,Quantrill,None,2:44,N,32021.0,.05,-2.0,
"Tuesday, Jun 18",COL,Home,LAD,L,9.0,11.0,9.0,25-48,5.0,20.0,Petersen,Vodnik,Phillips,2:55,N,33791.0,.03,-3.0,
"Wednesday, Jun 19",COL,Home,LAD,W-wo,7.0,6.0,9.0,26-48,5.0,19.0,Beeks,Ramírez,None,2:30,N,37503.0,.03,1.0,
"Thursday, Jun 20",COL,Home,LAD,L,3.0,5.0,9.0,26-49,5.0,20.0,Stone,Blach,Phillips,2:34,D,40236.0,.03,-1.0,
"Friday, Jun 21",COL,Home,WSN,L,5.0,11.0,9.0,26-50,5.0,20.0,Floro,Hudson,None,2:59,N,31935.0,.02,-2.0,
"Saturday, Jun 22",COL,Home,WSN,W-wo,8.0,7.0,9.0,27-50,5.0,20.0,Beeks,Finnegan,None,2:49,N,34509.0,.02,1.0,
"Sunday, Jun 23",COL,Home,WSN,L,1.0,2.0,9.0,27-51,5.0,20.5,Floro,Beeks,Finnegan,2:16,D,30407.0,.02,-1.0,
"Tuesday, Jun 25",COL,@,HOU,L,2.0,5.0,9.0,27-52,5.0,22.0,Brown,Gomber,None,2:28,N,35976.0,.01,-2.0,
"Wednesday, Jun 26",COL,@,HOU,L,1.0,7.0,9.0,27-53,5.0,23.0,Arrighetti,Feltner,None,2:31,D,33603.0,.01,-3.0,
"Friday, Jun 28",COL,@,CHW,L,3.0,5.0,9.0,27-54,5.0,23.0,Thorpe,Hudson,Kopech,2:18,N,24422.0,.01,-4.0,
"Saturday, Jun 29",COL,@,CHW,L,3.0,11.0,9.0,27-55,5.0,24.0,Banks,Quantrill,None,2:36,D,21490.0,.01,-5.0,
"Sunday, Jun 30",COL,@,CHW,W,5.0,4.0,14.0,28-55,5.0,23.0,Beeks,Soroka,None,3:25,D,19334.0,.00,1.0,
