Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Friday, Aug 16",CLE,@,MIL,,,,,,,,,,,,,,,,
"Saturday, Aug 17",CLE,@,MIL,,,,,,,,,,,,,,,,
"Sunday, Aug 18",CLE,@,MIL,,,,,,,,,,,,,,,,
"Tuesday, Aug 20",CLE,@,NYY,,,,,,,,,,,,,,,,
"Wednesday, Aug 21",CLE,@,NYY,,,,,,,,,,,,,,,,
"Thursday, Aug 22",CLE,@,NYY,,,,,,,,,,,,,,,,
"Friday, Aug 23",CLE,Home,TEX,,,,,,,,,,,,,,,,
"Saturday, Aug 24",CLE,Home,TEX,,,,,,,,,,,,,,,,
"Sunday, Aug 25",CLE,Home,TEX,,,,,,,,,,,,,,,,
"Monday, Aug 26",CLE,Home,KCR,,,,,,,,,,,,,,,,
"Monday, Aug 26",CLE,Home,KCR,,,,,,,,,,,,,,,,
"Tuesday, Aug 27",CLE,Home,KCR,,,,,,,,,,,,,,,,
"Wednesday, Aug 28",CLE,Home,KCR,,,,,,,,,,,,,,,,
"Friday, Aug 30",CLE,Home,PIT,,,,,,,,,,,,,,,,
"Saturday, Aug 31",CLE,Home,PIT,,,,,,,,,,,,,,,,
"Sunday, Sep 1",CLE,Home,PIT,,,,,,,,,,,,,,,,
"Monday, Sep 2",CLE,@,KCR,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",CLE,@,KCR,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",CLE,@,KCR,,,,,,,,,,,,,,,,
"Friday, Sep 6",CLE,@,LAD,,,,,,,,,,,,,,,,
"Saturday, Sep 7",CLE,@,LAD,,,,,,,,,,,,,,,,
"Sunday, Sep 8",CLE,@,LAD,,,,,,,,,,,,,,,,
"Monday, Sep 9",CLE,@,CHW,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",CLE,@,CHW,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",CLE,@,CHW,,,,,,,,,,,,,,,,
"Thursday, Sep 12",CLE,Home,TBR,,,,,,,,,,,,,,,,
"Friday, Sep 13",CLE,Home,TBR,,,,,,,,,,,,,,,,
"Saturday, Sep 14",CLE,Home,TBR,,,,,,,,,,,,,,,,
"Sunday, Sep 15",CLE,Home,TBR,,,,,,,,,,,,,,,,
"Monday, Sep 16",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Thursday, Sep 19",CLE,Home,MIN,,,,,,,,,,,,,,,,
"Friday, Sep 20",CLE,@,STL,,,,,,,,,,,,,,,,
"Saturday, Sep 21",CLE,@,STL,,,,,,,,,,,,,,,,
"Sunday, Sep 22",CLE,@,STL,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",CLE,Home,CIN,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",CLE,Home,CIN,,,,,,,,,,,,,,,,
"Friday, Sep 27",CLE,Home,HOU,,,,,,,,,,,,,,,,
"Saturday, Sep 28",CLE,Home,HOU,,,,,,,,,,,,,,,,
"Sunday, Sep 29",CLE,Home,HOU,,,,,,,,,,,,,,,,
