Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Saturday, Aug 31",NYY,Home,STL,,,,,,,,,,,,,,,,
"Sunday, Sep 1",NYY,Home,STL,,,,,,,,,,,,,,,,
"Monday, Sep 2",NYY,@,TEX,,,,,,,,,,,,,,,,
"Tuesday, Sep 3",NYY,@,TEX,,,,,,,,,,,,,,,,
"Wednesday, Sep 4",NYY,@,TEX,,,,,,,,,,,,,,,,
"Friday, Sep 6",NYY,@,CHC,,,,,,,,,,,,,,,,
"Saturday, Sep 7",NYY,@,CHC,,,,,,,,,,,,,,,,
"Sunday, Sep 8",NYY,@,CHC,,,,,,,,,,,,,,,,
"Monday, Sep 9",NYY,Home,KCR,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",NYY,Home,KCR,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",NYY,Home,KCR,,,,,,,,,,,,,,,,
"Thursday, Sep 12",NYY,Home,BOS,,,,,,,,,,,,,,,,
"Friday, Sep 13",NYY,Home,BOS,,,,,,,,,,,,,,,,
"Saturday, Sep 14",NYY,Home,BOS,,,,,,,,,,,,,,,,
"Sunday, Sep 15",NYY,Home,BOS,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",NYY,@,SEA,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",NYY,@,SEA,,,,,,,,,,,,,,,,
"Thursday, Sep 19",NYY,@,SEA,,,,,,,,,,,,,,,,
"Friday, Sep 20",NYY,@,OAK,,,,,,,,,,,,,,,,
"Saturday, Sep 21",NYY,@,OAK,,,,,,,,,,,,,,,,
"Sunday, Sep 22",NYY,@,OAK,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",NYY,Home,BAL,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",NYY,Home,BAL,,,,,,,,,,,,,,,,
"Thursday, Sep 26",NYY,Home,BAL,,,,,,,,,,,,,,,,
"Friday, Sep 27",NYY,Home,PIT,,,,,,,,,,,,,,,,
"Saturday, Sep 28",NYY,Home,PIT,,,,,,,,,,,,,,,,
"Sunday, Sep 29",NYY,Home,PIT,,,,,,,,,,,,,,,,
