Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Saturday, May 11",BOS,Home,WSN,W,4.0,2.0,9.0,20-19,3.0,6.5,Martin,Garcia,Jansen,2:13,D,30995.0,.81,1.0,
"Sunday, May 12",BOS,Home,WSN,W,3.0,2.0,9.0,21-19,3.0,5.5,Bello,Gore,Jansen,2:31,D,29250.0,.80,2.0,
"Monday, May 13",BOS,Home,TBR,L,3.0,5.0,9.0,21-20,3.0,5.5,Eflin,Crawford,Adam,2:36,N,28663.0,.94,-1.0,
"Tuesday, May 14",BOS,Home,TBR,W-wo,5.0,4.0,12.0,22-20,3.0,5.5,Bernardino,Rodríguez,None,3:12,N,32893.0,.93,1.0,
"Wednesday, May 15",BOS,Home,TBR,L,3.0,4.0,9.0,22-21,3.0,6.5,Bradley,Houck,Kelly,2:29,N,30016.0,.96,-1.0,
"Thursday, May 16",BOS,Home,TBR,L,5.0,7.0,9.0,22-22,4.0,7.5,Rodríguez,Jansen,Ramírez,3:12,N,31704.0,.91,-2.0,
"Friday, May 17",BOS,@,STL,L,6.0,10.0,9.0,22-23,4.0,8.5,Gibson,Bello,None,2:52,N,37961.0,.77,-3.0,
"Saturday, May 18",BOS,@,STL,L,2.0,7.0,9.0,22-24,4.0,9.5,Romero,Slaten,None,2:40,N,40690.0,.70,-4.0,
"Sunday, May 19",BOS,@,STL,W,11.0,3.0,9.0,23-24,4.0,9.5,Pivetta,Liberatore,None,2:51,D,39316.0,.64,1.0,
"Monday, May 20",BOS,@,TBR,W,5.0,0.0,9.0,24-24,4.0,8.5,Houck,Bradley,None,2:08,N,13489.0,.77,2.0,
"Tuesday, May 21",BOS,@,TBR,W,5.0,2.0,9.0,25-24,3.0,7.5,Weissert,Adam,Jansen,2:19,N,12274.0,.86,3.0,
"Wednesday, May 22",BOS,@,TBR,W,8.0,5.0,9.0,26-24,3.0,7.5,Bello,Lovelady,None,2:40,N,13095.0,.90,4.0,
"Friday, May 24",BOS,Home,MIL,L,2.0,7.0,9.0,26-25,3.0,9.0,Wilson,Crawford,None,2:37,N,30992.0,.83,-1.0,
"Saturday, May 25",BOS,Home,MIL,L,3.0,6.0,9.0,26-26,3.0,10.0,Rea,Pivetta,Megill,2:41,D,34822.0,.79,-2.0,
"Sunday, May 26",BOS,Home,MIL,W,2.0,1.0,9.0,27-26,3.0,9.0,Slaten,Peguero,Jansen,2:13,D,34078.0,.70,1.0,
"Monday, May 27",BOS,@,BAL,L,3.0,11.0,9.0,27-27,3.0,9.5,Irvin,Criswell,None,2:31,D,40951.0,.88,-1.0,
"Tuesday, May 28",BOS,@,BAL,W,8.0,3.0,9.0,28-27,3.0,8.5,Bello,Rodriguez,None,2:44,N,17970.0,.82,1.0,
"Wednesday, May 29",BOS,@,BAL,L,1.0,6.0,9.0,28-28,3.0,9.5,Burnes,Crawford,None,2:26,N,18857.0,.91,-1.0,
