Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
"Wednesday, Sep 4",ATL,Home,COL,,,,,,,,,,,,,,,,
"Thursday, Sep 5",ATL,Home,COL,,,,,,,,,,,,,,,,
"Friday, Sep 6",ATL,Home,TOR,,,,,,,,,,,,,,,,
"Saturday, Sep 7",ATL,Home,TOR,,,,,,,,,,,,,,,,
"Sunday, Sep 8",ATL,Home,TOR,,,,,,,,,,,,,,,,
"Tuesday, Sep 10",ATL,@,WSN,,,,,,,,,,,,,,,,
"Wednesday, Sep 11",ATL,@,WSN,,,,,,,,,,,,,,,,
"Friday, Sep 13",ATL,Home,LAD,,,,,,,,,,,,,,,,
"Saturday, Sep 14",ATL,Home,LAD,,,,,,,,,,,,,,,,
"Sunday, Sep 15",ATL,Home,LAD,,,,,,,,,,,,,,,,
"Monday, Sep 16",ATL,Home,LAD,,,,,,,,,,,,,,,,
"Tuesday, Sep 17",ATL,@,CIN,,,,,,,,,,,,,,,,
"Wednesday, Sep 18",ATL,@,CIN,,,,,,,,,,,,,,,,
"Thursday, Sep 19",ATL,@,CIN,,,,,,,,,,,,,,,,
"Friday, Sep 20",ATL,@,MIA,,,,,,,,,,,,,,,,
"Saturday, Sep 21",ATL,@,MIA,,,,,,,,,,,,,,,,
"Sunday, Sep 22",ATL,@,MIA,,,,,,,,,,,,,,,,
"Tuesday, Sep 24",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Wednesday, Sep 25",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Thursday, Sep 26",ATL,Home,NYM,,,,,,,,,,,,,,,,
"Friday, Sep 27",ATL,Home,KCR,,,,,,,,,,,,,,,,
"Saturday, Sep 28",ATL,Home,KCR,,,,,,,,,,,,,,,,
"Sunday, Sep 29",ATL,Home,KCR,,,,,,,,,,,,,,,,
