year,Team,HR,TBF,FIP,xFIP,K/9,BB/9,K-BB%,HR/9,Barrel%,HardHit%
2023,BAL,163,5634,3.975253816116436,4.085385161519347,8.760039048633299,2.9165743698970537,0.15715867944621936,1.0887948171813988,0.07975594604188851,0.40152041178558756
2023,BOS,198,5799,4.390208656664942,4.218241076047595,8.990738058285912,3.112019313674771,0.1546502845318158,1.330672529746508,0.08078772202103811,0.3930419037765132
2023,CHC,175,5926,4.153931825852177,4.173931825852177,8.681091798852515,3.183248396895039,0.1450519743503206,1.1294819439757005,0.07534255821802227,0.380772527843402
2023,CHW,121,3880,4.634291237113402,4.740275773195877,8.927569587628867,4.089878865979381,0.12245309278350514,1.2540927835051547,0.07330927835051547,0.39706340206185564
2023,CIN,196,5734,4.786855598186257,4.757628182769445,8.675270317404953,3.9021573072898503,0.12339832577607256,1.3680728985001744,0.07970579002441576,0.3870484827345657
2023,CLE,146,5471,4.143708645585816,4.49642661305063,8.210749405958692,3.346834216779382,0.12784372144032166,1.0323176750137086,0.07778358618168524,0.40179327362456585
2023,COL,177,5096,5.105227629513344,5.0524352433281,6.902535321821036,3.5859595761381473,0.08406436420722135,1.3859595761381474,0.08282653061224489,0.4067857142857143
2023,DET,168,5395,4.187974050046339,4.259862835959221,8.676808155699721,3.035490268767377,0.1507590361445783,1.2057627432808156,0.08213734939759036,0.39240333642261355
2023,HOU,187,5670,4.362021164021164,4.302941798941799,9.124594356261023,3.398733686067019,0.15128659611992945,1.2723774250440918,0.09134126984126983,0.3972701940035273
2023,KCR,184,5026,4.971150019896538,4.854456824512535,7.683549542379627,3.564681655391962,0.10612992439315559,1.438458018304815,0.08697811380819737,0.40307739753282923
2023,LAA,173,5358,4.670300485255693,4.701965285554311,8.961019036954088,4.099796565882792,0.12519783501306456,1.2870268756998882,0.08373684210526314,0.3749324374766704
2023,LAD,147,4603,4.149667608081686,4.1458027373452095,8.718307625461655,2.8208233760590917,0.1596076471866174,1.1986726048229415,0.0769489463393439,0.3713126222029111
2023,MIA,183,5672,4.174005641748942,4.0692066290550075,9.316165373765868,3.1280606488011284,0.16410172778561352,1.2408321579689703,0.08065144569816643,0.37913117066290547
2023,MIL,185,5583,4.177121619201146,4.065385993193623,8.953833064660577,3.015583019881784,0.16076553824108902,1.250442414472506,0.0734481461579796,0.37725201504567435
2023,MIN,186,5792,3.8615262430939223,3.930934046961326,9.738225138121546,2.761674723756906,0.18842230662983422,1.2016781767955802,0.07897237569060772,0.3836824930939226
2023,NYM,137,4632,4.570904576856649,4.576142055267702,8.743225388601036,4.052879965457685,0.12009693436960277,1.182683506044905,0.07852417962003454,0.40509002590673576
2023,NYY,190,5927,4.299642314830437,4.250199088915134,8.965081828918509,3.1952741690568582,0.15343597098025982,1.2388543951408806,0.07742635397334231,0.3849407794837186
2023,PHI,162,5350,3.937140186915888,3.946222429906542,9.38294953271028,2.9689644859813082,0.17276317757009346,1.1512616822429906,0.0706100934579439,0.37805065420560746
2023,PIT,140,5048,4.374673137876386,4.492830824088748,8.691483755942947,3.8582765451664027,0.12539599841521393,1.1060717115689382,0.07802991283676704,0.3941840332805071
2023,SDP,145,5366,4.001787178531495,4.08468505404398,9.168466269101751,3.4471766679090567,0.15275605665300038,1.0282295937383525,0.07049981364144614,0.36089638464405516
2023,SEA,151,5234,3.7673672143675967,3.9092243026366065,9.130645777607947,2.5989281620175775,0.17683951089033242,1.0716048910966756,0.07867042414978984,0.3949849063813527
2023,SFG,172,6018,3.9262279827185114,3.876429046194749,8.529081090063144,2.5521601861083414,0.15846344300432036,1.0832436025257561,0.07226188102359585,0.3951417414423396
2023,STL,143,4639,4.722532873464109,4.753765897822807,7.085477473593446,3.2865509808148308,0.09895451605949555,1.2555615434360854,0.08210174606596249,0.4186089674498814
2023,TBR,126,4460,3.7583520179372196,3.7560560538116587,9.640643497757846,2.776011210762332,0.18612869955156952,1.101804932735426,0.08184686098654707,0.3883829596412556
2023,TEX,173,5115,4.452967741935484,4.430175953079178,8.33536265884653,3.1210987292277617,0.13875542521994133,1.2949794721407626,0.08307976539589443,0.3914224828934506
2023,TOR,194,5850,4.129859829059829,4.058487179487179,9.491384615384614,3.0696051282051284,0.17158205128205126,1.2672358974358975,0.0838017094017094,0.3957425641025641
2023,WSN,234,5894,5.246869697997964,4.884574143196471,7.7001951136749245,3.8539752290464877,0.09883118425517474,1.5841567695961996,0.09742314217848659,0.4118951476077367
2024,ARI,170,5882,4.1427677660659645,4.136052363141789,8.097823869432165,3.045666439986399,0.13273019381162868,1.1381128867732064,0.07810829649778986,0.4000321319279157
2024,ATH,154,5666,4.236194846452523,4.525485351217791,7.916507236145429,3.3449382280268263,0.12029597599717612,1.0491069537592657,0.07714013413342745,0.3845236498411577
2024,ATL,145,5861,3.4781777853608595,3.5201501450264456,9.605478587271797,2.794519706534721,0.18482562702610475,0.9473741682306774,0.06703770687595972,0.3640895751578229
2024,BAL,129,4650,3.8463225806451606,3.971989247311828,8.944522580645161,3.1448387096774195,0.1552283870967742,1.0539612903225806,0.07741204301075269,0.373174623655914
2024,BOS,167,5582,4.023324973127911,3.93064851307775,8.538529201003225,2.852798280186313,0.15105893944822643,1.1431046219992833,0.07548280186313149,0.3822230383375134
2024,CHC,158,5088,4.148319575471699,4.168525943396226,8.29814465408805,3.0713895440251573,0.13948545597484277,1.179817216981132,0.07684630503144653,0.38192747641509434
2024,CHW,152,4731,4.72561403508772,4.713536250264215,8.485931092792223,4.447457197209892,0.10514901712111605,1.2812872542802791,0.08387698161065313,0.3650786303107165
2024,CIN,171,5330,4.242427767354597,4.260821763602252,8.708651031894934,3.041652908067542,0.1491296435272045,1.2426360225140713,0.077224765478424,0.36909061913696056
2024,CLE,162,5422,4.002864256731833,3.9930616008852824,8.969953891552933,3.127823681298414,0.15898063445223165,1.1449926226484692,0.07524621910734047,0.3908963482109923
2024,COL,208,5758,5.063384855852727,4.652955887460924,6.917097950677319,3.520354289683918,0.08670527961097602,1.4593487321986802,0.08190864883640153,0.406844911427579
2024,DET,134,5116,3.7782564503518374,3.9656802189210323,8.023621970289287,2.5909304143862393,0.14786669272869427,0.9777736512900703,0.06544507427677872,0.3769057857701329
2024,HOU,167,5517,4.066450969729925,3.985609932934566,9.210924415443175,3.502671741888708,0.15226971179989124,1.1436324089178902,0.07014192495921696,0.3724245060721406
2024,KCR,143,5711,3.841441078620207,4.070337944317983,8.4185168972159,3.0116284363509016,0.14428453860970056,0.9648975661005077,0.07754158641218702,0.3793509017685169
2024,LAA,184,5479,4.80153130133236,4.627944880452637,7.8879631319583865,3.9123142909290016,0.10239532761452817,1.3226701952911115,0.0831250228143822,0.3946234714363935
2024,LAD,151,4626,4.018577604842196,3.8567488110678774,9.10179204496325,2.95735840899265,0.16584738434932988,1.240458279290964,0.08518958063121486,0.39086532641591004
2024,MIA,155,4414,4.7816266425011325,4.451837335749887,8.249773448119619,3.5655459900317172,0.12053579519710013,1.4189080199365653,0.08902197553239692,0.4166445400996828
2024,MIL,154,5060,4.088843873517787,4.102302371541502,8.496600790513835,3.0204644268774703,0.14663853754940712,1.1551363636363636,0.0773794466403162,0.387497628458498
2024,MIN,188,5893,3.8706142881384693,3.8212693025623623,9.34255048362464,2.6485033090106906,0.17812099100627862,1.2203563549974548,0.08078465976582383,0.37368555913796025
2024,NYM,148,5415,4.068879039704524,4.088387811634349,9.10590212373038,3.6650914127423824,0.1447506925207756,1.0473000923361033,0.0750421052631579,0.37977931671283466
2024,NYY,157,5235,4.063151862464183,4.108410697230181,9.166437440305636,3.3462349570200574,0.1550670487106017,1.1344240687679084,0.0796510028653295,0.39545348615090736
2024,PHI,168,5516,3.928600435097897,3.672177302393038,8.79710659898477,2.698886874546773,0.16611240029006524,1.1778045685279188,0.074998730964467,0.37786348803480774
2024,PIT,135,5010,4.031399201596806,4.203045908183633,8.668065868263474,3.3042954091816368,0.14172395209580838,1.0392954091816367,0.07989321357285428,0.39201876247504985
2024,SDP,144,5304,3.757294494720965,3.9204845399698343,9.02929298642534,2.883915912518854,0.1639319381598793,1.0302224736048267,0.07220211161387631,0.36806315987933635
2024,SEA,165,5370,3.6636126629422714,3.7191992551210427,8.867007448789572,2.255337057728119,0.18321862197392924,1.119126629422719,0.07869888268156422,0.3759303538175046
2024,SFG,143,5765,3.7818959236773635,3.8037068516912402,9.062784041630529,3.3063018213356457,0.15327632263660015,0.9510355594102342,0.07559999999999999,0.4000220294882914
2024,STL,164,5719,3.986497639447456,3.9221227487322956,8.160970449379263,2.897845777233782,0.14056181150550795,1.0928064346913797,0.07641021157545025,0.38175957335198457
2024,TBR,146,4390,4.081123006833713,4.0516355353075175,9.004480637813211,2.8927949886104782,0.1639984054669704,1.26049430523918,0.08392505694760818,0.3846564920273348
2024,TEX,159,5002,4.160209916033586,4.07937824870052,8.797736905237905,3.0299800079968016,0.15204618152738905,1.2367732906837265,0.08154278288684526,0.39454758096761294
2024,TOR,160,4613,4.498430522436592,4.276590071536961,7.987392152612184,3.150175590721873,0.12802926512031215,1.3152633860828096,0.08392911337524385,0.4031634511164101
2024,WSN,161,5597,4.040718241915312,4.0877434339824905,8.253794890119707,3.027512953367876,0.1363928890477041,1.1142040378774343,0.07623030194747187,0.3986628551009469
2025,ARI,130,4019,4.272430952973377,4.063814381686987,8.432570291117193,3.205217715849714,0.13641129634237373,1.2693033092809156,0.09582607613834286,0.42040034834535955
2025,ATH,153,4118,4.838127731908694,4.6295507527926185,8.122255949490043,3.656515298688684,0.11548300145701797,1.4823020883924234,0.09163671685284117,0.39796138902379796
2025,ATL,113,3617,4.056328448990876,3.8331103124136026,9.206815040088472,3.3126209565938622,0.157231407243572,1.2094747027923693,0.09150207354160904,0.4066427978988112
2025,BAL,133,3545,4.848823695345557,4.380330042313117,7.952008462623413,3.4681748942172073,0.11782849083215796,1.5524005641748944,0.0910301833568406,0.4162205923836389
2025,BOS,105,3845,4.027830949284786,3.9845175552665797,8.298884265279584,3.2903250975292586,0.13451625487646296,1.0581430429128738,0.07973966189856957,0.3942751625487646
2025,CHC,135,3911,4.331605727435439,4.265124009204807,7.518401943237024,2.711956021477883,0.12948632063410892,1.3098644847864997,0.09127614420864227,0.40303707491690105
2025,CHW,108,3773,4.518611184733634,4.651656506758548,7.6763795388285185,3.8682295255764645,0.09787012987012984,1.1352239597137557,0.08891200636098595,0.41877524516300024
2025,CIN,117,3993,4.055932882544453,4.170485850237917,8.468467317806162,3.248968194340095,0.13943651389932382,1.128419734535437,0.08311445028800399,0.3869211119459053
2025,CLE,119,4039,4.174862589749938,4.239435503837584,8.434372369398366,3.659705372616984,0.1256377816291161,1.1223198811587027,0.08449715276058428,0.40702624411983157
2025,COL,143,4138,4.92906718221363,4.704030932817786,6.790009666505559,3.5880183663605605,0.07995239246012566,1.4085693571773803,0.0916894635089415,0.4187109714838086
2025,DET,114,3953,3.869291677207184,3.8647457627118644,8.644037439919048,2.937045282064255,0.1544922843410068,1.0958436630407284,0.08100126486213002,0.4075621047305844
2025,HOU,120,3749,3.7826967191251,3.5985569485196054,9.831792477994131,2.899173112830088,0.18853961056281673,1.2279167778074154,0.07994131768471592,0.39668898372899436
2025,KCR,110,3911,3.9442572232165687,4.079549987215546,8.169041165942215,3.117238557913577,0.1357471234978266,1.0595090769624136,0.080885962669394,0.39022372794681665
2025,LAA,141,4076,4.717504906771344,4.455034347399412,7.896535819430814,3.896400883218842,0.10292836113837095,1.3704808635917567,0.0884452894995093,0.41476717369970556
2025,LAD,122,3776,4.309398834745763,4.120352224576272,8.877563559322034,3.620979872881356,0.14179740466101695,1.2624284957627119,0.08259639830508474,0.4075746822033898
2025,MIA,110,4024,4.096085984095428,4.224465705765407,7.960971669980119,3.2166923459244536,0.12450820079522862,1.0725795228628232,0.08534294234592445,0.416483846918489
2025,MIL,105,3731,3.9629884749396944,4.049589922272849,8.80354328598231,3.44288394532297,0.1458737603859555,1.0750067006164568,0.07599410345751809,0.38767863843473593
2025,MIN,109,3804,3.770536277602524,3.988701366982124,8.627223974763407,2.5657649842271293,0.16135751840168244,1.1005126182965301,0.08805573080967402,0.41471529968454257
2025,NYM,88,3859,3.828193832599119,4.004283493132936,8.60425239699404,3.681528893495724,0.12983830007774033,0.8837600414615184,0.07767867323140709,0.41708421870951023
2025,NYY,116,3920,3.984102040816327,3.915900510204082,8.981436224489796,3.4196352040816325,0.14842525510204083,1.1360408163265308,0.08048749999999999,0.3969178571428571
2025,PHI,107,3820,3.627743455497382,3.577958115183246,9.392143979057591,2.905465968586387,0.174663612565445,1.067850785340314,0.07168219895287957,0.3889730366492146
2025,PIT,95,3780,3.8762328042328043,4.137915343915344,7.738912698412698,2.9748703703703705,0.1296653439153439,0.953547619047619,0.0769759259259259,0.40506984126984125
2025,SDP,106,3998,3.940915457728864,4.202416208104052,8.55579539769885,3.4308179089544772,0.13823436718359178,1.0121635817908954,0.08660555277638818,0.4021658329164582
2025,SEA,115,4029,4.015266815586994,4.088875651526433,8.377562670637877,3.165519980143956,0.14179448994787788,1.0884363365599403,0.08376768428890542,0.41356018863241495
2025,SFG,86,3738,3.6430390583199572,3.8611717495987157,8.664711075441412,3.244170679507758,0.1449513108614232,0.8865088282504012,0.07688576779026217,0.39852835741037984
2025,STL,89,3639,3.6998351195383345,3.858191810937071,7.603086012640834,2.532728771640561,0.134332508931025,0.9377191536136301,0.08249051937345424,0.41112833195932946
2025,TBR,137,3922,4.238949515553289,3.944660887302397,8.454841917389087,2.8942223355430903,0.1492419683834778,1.3314380418154002,0.08418612952575213,0.41653671596124425
2025,TEX,91,3739,3.598547740037443,3.910008023535705,8.324926450922707,2.878662744049211,0.1492008558438085,0.9030435945439957,0.08713613265579029,0.39530863867344207
2025,TOR,145,3982,4.2947564038171775,4.036983927674536,9.151695128076344,3.1609090909090907,0.1598181818181818,1.398726770467102,0.10018558513309894,0.40697187343043695
2025,WSN,120,3998,4.4724362181090545,4.450992996498249,7.720225112556278,3.392868934467234,0.11305877938969486,1.2059829914957478,0.08414907453726864,0.4267451225612806
