Game Time,Home Team,Away Team,Home Wager %,Away Wager %,Home Opener Odds,Away Opener Odds
2023-07-22 22:10:00,Detroit,San Diego,44.90%,55.10%,115,-135
2023-07-22 23:05:00,Washington,San Francisco,34.71%,65.29%,165,-200
2023-07-22 23:10:00,Cleveland,Philadelphia,38.50%,61.50%,-105,-115
2023-07-22 23:10:00,Boston,NY Mets,48.82%,51.18%,-110,-110
2023-07-22 23:15:00,Milwaukee,Atlanta,37.22%,62.78%,115,-140
2023-07-22 23:15:00,Minnesota,Chi. White Sox,65.23%,34.77%,-150,125
2023-07-23 01:07:00,LA Angels,Pittsburgh,68.69%,31.31%,-190,155
2023-07-23 01:07:00,Oakland,Houston,25.08%,74.92%,165,-200
2023-07-23 16:05:00,Detroit,San Diego,35.47%,64.53%,195,-250
2023-07-23 17:35:00,Washington,San Francisco,37.56%,62.44%,-105,-115
2023-07-23 17:35:00,NY Yankees,Kansas City,71.74%,28.26%,-200,165
2023-07-23 17:40:00,Miami,Colorado,70.50%,29.50%,-250,200
2023-07-23 17:40:00,Cincinnati,Arizona,59.63%,40.37%,-110,-110
2023-07-23 17:40:00,Tampa Bay,Baltimore,53.11%,46.89%,-135,110
2023-07-23 17:40:00,Cleveland,Philadelphia,35.43%,64.57%,125,-150
2023-07-23 18:10:00,Milwaukee,Atlanta,35.83%,64.17%,150,-185
2023-07-23 18:10:00,Minnesota,Chi. White Sox,67.83%,32.17%,-150,125
2023-07-23 18:20:00,Chi. Cubs,St. Louis,39.91%,60.09%,125,-150
2023-07-23 18:35:00,Texas,LA Dodgers,55.49%,44.51%,-105,-115
2023-07-23 20:07:00,Oakland,Houston,29.47%,70.53%,195,-250
2023-07-23 20:07:00,LA Angels,Pittsburgh,64.04%,35.96%,-135,110
2023-07-23 20:10:00,Seattle,Toronto,53.78%,46.22%,-135,110
2023-07-23 23:10:00,Boston,NY Mets,66.76%,33.24%,-145,120
2023-07-24 17:10:00,Detroit,San Francisco,32.56%,67.44%,125,-150
2023-07-24 22:40:00,Philadelphia,Baltimore,35.42%,64.58%,-130,105
2023-07-24 23:05:00,Washington,Colorado,56.98%,43.02%,-140,115
2023-07-24 23:10:00,Cleveland,Kansas City,76.53%,23.47%,-200,165
2023-07-24 23:40:00,Minnesota,Seattle,60.93%,39.07%,100,-120
2023-07-25 00:10:00,Milwaukee,Cincinnati,53.70%,46.30%,-120,100
2023-07-25 00:10:00,Houston,Texas,40.45%,59.55%,100,-120
2023-07-25 01:40:00,Arizona,St. Louis,65.14%,34.86%,-135,110
2023-07-25 01:40:00,San Diego,Pittsburgh,73.75%,26.25%,-275,220
2023-07-25 02:10:00,LA Dodgers,Toronto,58.27%,41.73%,-135,110
2023-07-25 22:40:00,Philadelphia,Baltimore,50.64%,49.36%,-140,115
2023-07-25 22:40:00,Tampa Bay,Miami,68.19%,31.81%,-200,165
2023-07-25 22:40:00,Detroit,LA Angels,50.80%,49.20%,-135,110
2023-07-25 23:05:00,Washington,Colorado,56.07%,43.93%,-150,125
2023-07-25 23:05:00,NY Yankees,NY Mets,45.01%,54.99%,105,-125
2023-07-25 23:10:00,Cleveland,Kansas City,69.81%,30.19%,-210,170
2023-07-25 23:10:00,Boston,Atlanta,31.19%,68.81%,120,-145
2023-07-25 23:40:00,Minnesota,Seattle,59.26%,40.74%,-120,100
2023-07-26 00:10:00,Houston,Texas,56.36%,43.64%,-135,115
2023-07-26 00:10:00,Chi. White Sox,Chi. Cubs,44.82%,55.18%,-115,-105
2023-07-26 00:10:00,Milwaukee,Cincinnati,55.63%,44.37%,-150,125
2023-07-26 01:40:00,Arizona,St. Louis,66.17%,33.83%,-125,105
2023-07-26 01:40:00,San Diego,Pittsburgh,63.72%,36.28%,-225,180
2023-07-26 01:45:00,San Francisco,Oakland,67.05%,32.95%,-275,220
2023-07-26 02:10:00,LA Dodgers,Toronto,59.11%,40.89%,-160,135
2023-07-26 16:05:00,Washington,Colorado,63.39%,36.61%,-135,110
2023-07-26 16:10:00,Tampa Bay,Miami,74.18%,25.82%,-160,135
2023-07-26 17:10:00,Minnesota,Seattle,63.23%,36.77%,-130,105
2023-07-26 17:10:00,Cleveland,Kansas City,75.68%,24.32%,-200,165
2023-07-26 18:10:00,Milwaukee,Cincinnati,52.15%,47.85%,-145,120
2023-07-26 19:40:00,Arizona,St. Louis,66.81%,33.19%,-155,125
2023-07-26 20:10:00,LA Dodgers,Toronto,61.52%,38.48%,-140,115
2023-07-26 20:10:00,San Diego,Pittsburgh,66.90%,33.10%,-225,180
2023-07-26 22:05:00,Philadelphia,Baltimore,34.99%,65.01%,-115,-105
2023-07-26 23:05:00,NY Yankees,NY Mets,49.60%,50.40%,-155,125
2023-07-26 23:10:00,Boston,Atlanta,32.37%,67.63%,135,-160
2023-07-27 00:10:00,Houston,Texas,58.13%,41.87%,-165,140
2023-07-27 00:10:00,Chi. White Sox,Chi. Cubs,33.83%,66.17%,100,-120
2023-07-27 01:45:00,San Francisco,Oakland,65.19%,34.81%,-250,200
2023-07-27 17:10:00,Detroit,LA Angels,30.38%,69.62%,120,-145
2023-07-27 20:10:00,Detroit,LA Angels,45.64%,54.36%,-105,-115
2023-07-27 23:10:00,NY Mets,Washington,62.99%,37.01%,-200,165
2023-07-27 23:45:00,St. Louis,Chi. Cubs,43.21%,56.79%,-115,-105
2023-07-28 00:10:00,Chi. White Sox,Cleveland,36.97%,63.03%,-120,100
2023-07-28 22:40:00,Miami,Detroit,72.08%,27.92%,-150,125
2023-07-28 23:05:00,Baltimore,NY Yankees,45.41%,54.59%,100,-120
2023-07-28 23:05:00,Pittsburgh,Philadelphia,33.17%,66.83%,125,-150
2023-07-28 23:07:00,Toronto,LA Angels,57.61%,42.39%,-200,165
2023-07-28 23:10:00,Chi. White Sox,Cleveland,33.59%,66.41%,120,-145
2023-07-28 23:10:00,NY Mets,Washington,69.24%,30.76%,-190,155
2023-07-28 23:20:00,Atlanta,Milwaukee,61.89%,38.11%,-185,150
2023-07-29 00:10:00,Houston,Tampa Bay,55.74%,44.26%,-105,-115
2023-07-29 00:10:00,Kansas City,Minnesota,21.37%,78.63%,135,-160
2023-07-29 00:15:00,St. Louis,Chi. Cubs,40.36%,59.64%,-130,110
2023-07-29 00:40:00,Colorado,Oakland,71.74%,28.26%,-120,100
2023-07-29 01:40:00,San Diego,Texas,42.27%,57.73%,-165,135
2023-07-29 01:40:00,Arizona,Seattle,52.44%,47.56%,110,-135
2023-07-29 02:10:00,LA Dodgers,Cincinnati,56.71%,43.29%,-225,185
2023-07-29 02:15:00,San Francisco,Boston,41.32%,58.68%,-145,120
2023-07-29 19:07:00,Toronto,LA Angels,60.56%,39.44%,-135,110
2023-07-29 20:10:00,Miami,Detroit,72.08%,27.92%,-160,135
2023-07-29 23:05:00,Pittsburgh,Philadelphia,26.24%,73.76%,150,-185
2023-07-29 23:10:00,Kansas City,Minnesota,23.82%,76.18%,155,-190
2023-07-29 23:10:00,Chi. White Sox,Cleveland,30.80%,69.20%,120,-145
2023-07-29 23:10:00,NY Mets,Washington,61.82%,38.18%,-175,145
2023-07-29 23:15:00,San Francisco,Boston,43.05%,56.95%,100,-120
2023-07-29 23:15:00,St. Louis,Chi. Cubs,44.26%,55.74%,-125,105
2023-07-29 23:15:00,Baltimore,NY Yankees,60.25%,39.75%,-125,105
2023-07-29 23:15:00,Houston,Tampa Bay,62.71%,37.29%,-145,120
2023-07-29 23:20:00,Atlanta,Milwaukee,68.09%,31.91%,-225,180
2023-07-30 00:10:00,Colorado,Oakland,62.60%,37.40%,-115,-105
2023-07-30 00:10:00,Arizona,Seattle,43.34%,56.66%,105,-125
2023-07-30 00:40:00,San Diego,Texas,41.34%,58.66%,-185,150
2023-07-30 01:10:00,LA Dodgers,Cincinnati,56.04%,43.96%,-225,180
2023-07-30 16:05:00,Toronto,LA Angels,65.00%,35.00%,-210,170
2023-07-30 17:35:00,Atlanta,Milwaukee,63.18%,36.82%,-210,170
2023-07-30 17:35:00,Pittsburgh,Philadelphia,37.23%,62.77%,125,-150
2023-07-30 17:40:00,Miami,Detroit,65.35%,34.65%,-150,125
2023-07-30 17:40:00,NY Mets,Washington,64.75%,35.25%,-275,220
2023-07-30 18:10:00,Kansas City,Minnesota,35.85%,64.15%,150,-185
2023-07-30 18:10:00,Chi. White Sox,Cleveland,35.72%,64.28%,120,-145
2023-07-30 18:10:00,Houston,Tampa Bay,68.79%,31.21%,-110,-110
2023-07-30 18:15:00,St. Louis,Chi. Cubs,35.12%,64.88%,-145,120
2023-07-30 19:10:00,Colorado,Oakland,62.26%,37.74%,-110,-110
2023-07-30 20:05:00,San Francisco,Boston,47.91%,52.09%,105,-125
2023-07-30 20:10:00,San Diego,Texas,55.00%,45.00%,-200,165
2023-07-30 20:10:00,Arizona,Seattle,60.55%,39.45%,100,-120
2023-07-30 20:10:00,LA Dodgers,Cincinnati,46.08%,53.92%,-185,150
2023-07-30 23:10:00,Baltimore,NY Yankees,66.39%,33.61%,-125,105
2023-07-31 22:40:00,Miami,Philadelphia,45.82%,54.18%,-105,-115
2023-07-31 23:05:00,Washington,Milwaukee,29.36%,70.64%,165,-200
2023-07-31 23:05:00,NY Yankees,Tampa Bay,36.57%,63.43%,110,-135
2023-07-31 23:07:00,Toronto,Baltimore,53.82%,46.18%,-145,120
2023-07-31 23:20:00,Atlanta,LA Angels,65.59%,34.41%,-250,190
2023-08-01 00:05:00,Chi. Cubs,Cincinnati,43.50%,56.50%,-125,105
2023-08-01 00:10:00,Houston,Cleveland,73.09%,26.91%,-190,155
2023-08-01 00:40:00,Colorado,San Diego,34.18%,65.82%,170,-210
2023-08-01 01:40:00,Seattle,Boston,58.00%,42.00%,-140,115
2023-08-01 01:45:00,San Francisco,Arizona,55.35%,44.65%,-155,130
2023-08-01 22:40:00,Miami,Philadelphia,57.03%,42.97%,-140,115
2023-08-01 23:05:00,Pittsburgh,Detroit,54.46%,45.54%,-120,100
2023-08-01 23:05:00,Washington,Milwaukee,43.80%,56.20%,125,-155
2023-08-01 23:05:00,NY Yankees,Tampa Bay,36.23%,63.77%,-110,-110
2023-08-01 23:07:00,Toronto,Baltimore,42.38%,57.62%,-125,105
2023-08-01 23:20:00,Atlanta,LA Angels,66.43%,33.57%,-250,200
2023-08-01 23:45:00,St. Louis,Minnesota,50.88%,49.12%,100,-120
2023-08-02 00:05:00,Chi. Cubs,Cincinnati,54.90%,45.10%,-160,135
2023-08-02 00:05:00,Texas,Chi. White Sox,74.33%,25.67%,-225,180
2023-08-02 00:10:00,Kansas City,NY Mets,40.89%,59.11%,135,-160
2023-08-02 00:10:00,Houston,Cleveland,68.51%,31.49%,-200,165
2023-08-02 00:40:00,Colorado,San Diego,44.49%,55.51%,145,-175
2023-08-02 01:40:00,Seattle,Boston,61.00%,39.00%,-120,100
2023-08-02 01:45:00,San Francisco,Arizona,50.94%,49.06%,-105,-115
2023-08-02 02:10:00,LA Dodgers,Oakland,68.96%,31.04%,-300,240
2023-08-02 16:20:00,Atlanta,LA Angels,60.88%,39.12%,-150,125
2023-08-02 16:35:00,Pittsburgh,Detroit,41.85%,58.15%,105,-125
2023-08-02 17:05:00,Washington,Milwaukee,32.35%,67.65%,110,-135
2023-08-02 18:10:00,Houston,Cleveland,59.48%,40.52%,-135,115
2023-08-02 19:10:00,Colorado,San Diego,30.28%,69.72%,180,-225
2023-08-02 20:10:00,Seattle,Boston,62.45%,37.55%,-135,110
2023-08-02 22:40:00,Miami,Philadelphia,37.65%,62.35%,110,-135
2023-08-02 23:05:00,NY Yankees,Tampa Bay,53.02%,46.98%,-115,-105
2023-08-02 23:07:00,Toronto,Baltimore,52.07%,47.93%,-125,105
2023-08-02 23:45:00,St. Louis,Minnesota,39.29%,60.71%,115,-140
2023-08-03 00:05:00,Chi. Cubs,Cincinnati,41.72%,58.28%,-150,125
2023-08-03 00:05:00,Texas,Chi. White Sox,72.54%,27.46%,-140,115
2023-08-03 00:10:00,Kansas City,NY Mets,35.10%,64.90%,170,-210
2023-08-03 01:45:00,San Francisco,Arizona,66.12%,33.88%,-190,155
2023-08-03 02:10:00,LA Dodgers,Oakland,73.75%,26.25%,-300,230
2023-08-03 16:10:00,Miami,Philadelphia,38.13%,61.87%,110,-135
2023-08-03 18:05:00,Texas,Chi. White Sox,74.96%,25.04%,-250,200
2023-08-03 18:10:00,Kansas City,NY Mets,58.37%,41.63%,-120,100
2023-08-03 19:07:00,Toronto,Baltimore,51.83%,48.17%,-150,125
2023-08-03 19:45:00,San Francisco,Arizona,66.67%,33.33%,-135,115
2023-08-03 23:15:00,NY Yankees,Houston,32.70%,67.30%,-110,-110
2023-08-03 23:15:00,Milwaukee,Pittsburgh,68.72%,31.28%,-125,105
2023-08-03 23:45:00,St. Louis,Minnesota,35.94%,64.06%,125,-150
2023-08-04 00:05:00,Chi. Cubs,Cincinnati,53.25%,46.75%,-160,135
2023-08-04 01:38:00,LA Angels,Seattle,69.14%,30.86%,-160,135
2023-08-04 02:10:00,LA Dodgers,Oakland,74.42%,25.58%,-275,220
2023-08-04 18:20:00,Chi. Cubs,Atlanta,36.66%,63.34%,140,-165
2023-08-04 22:40:00,Detroit,Tampa Bay,27.06%,72.94%,115,-140
2023-08-04 22:40:00,Cincinnati,Washington,72.88%,27.12%,145,-175
2023-08-04 23:05:00,Philadelphia,Kansas City,72.42%,27.58%,-250,195
2023-08-04 23:05:00,Baltimore,NY Mets,80.37%,19.63%,-160,135
2023-08-04 23:05:00,NY Yankees,Houston,32.57%,67.43%,120,-145
2023-08-04 23:10:00,Cleveland,Chi. White Sox,60.71%,39.29%,-160,135
2023-08-04 23:10:00,Boston,Toronto,61.57%,38.43%,-150,125
2023-08-05 00:05:00,Texas,Miami,67.50%,32.50%,-140,115
2023-08-05 00:10:00,Milwaukee,Pittsburgh,76.56%,23.44%,-155,125
2023-08-05 00:10:00,Minnesota,Arizona,53.82%,46.18%,-125,105
2023-08-05 00:15:00,St. Louis,Colorado,68.48%,31.52%,-165,140
2023-08-05 01:38:00,LA Angels,Seattle,43.47%,56.53%,-105,-115
2023-08-05 01:40:00,San Diego,LA Dodgers,53.14%,46.86%,-115,-105
2023-08-05 17:05:00,NY Yankees,Houston,29.26%,70.74%,115,-140
2023-08-05 17:10:00,Detroit,Tampa Bay,23.51%,76.49%,120,-145
2023-08-05 18:20:00,Chi. Cubs,Atlanta,28.76%,71.24%,125,-150
2023-08-05 20:05:00,Texas,Miami,71.01%,28.99%,-200,165
2023-08-05 20:10:00,Boston,Toronto,43.12%,56.88%,-125,105
2023-08-05 20:10:00,Cincinnati,Washington,71.84%,28.16%,-225,180
2023-08-05 22:05:00,Philadelphia,Kansas City,68.69%,31.31%,-225,185
2023-08-05 23:05:00,Baltimore,NY Mets,77.17%,22.83%,-175,145
2023-08-05 23:07:00,Oakland,San Francisco,36.71%,63.29%,150,-185
2023-08-05 23:10:00,Cleveland,Chi. White Sox,59.70%,40.30%,-145,120
2023-08-05 23:10:00,Milwaukee,Pittsburgh,69.43%,30.57%,-250,200
2023-08-05 23:10:00,Minnesota,Arizona,59.82%,40.18%,-160,135
2023-08-05 23:15:00,St. Louis,Colorado,58.24%,41.76%,-200,165
2023-08-06 00:40:00,San Diego,LA Dodgers,54.66%,45.34%,-145,120
2023-08-06 01:07:00,LA Angels,Seattle,48.24%,51.76%,110,-135
2023-08-06 16:05:00,Cleveland,Chi. White Sox,69.23%,30.77%,-145,120
2023-08-06 17:35:00,Baltimore,NY Mets,77.91%,22.09%,-165,140
2023-08-06 17:35:00,NY Yankees,Houston,35.07%,64.93%,-120,100
2023-08-06 17:35:00,Boston,Toronto,45.23%,54.77%,-135,110
2023-08-06 17:35:00,Philadelphia,Kansas City,75.60%,24.40%,-210,170
2023-08-06 17:40:00,Cincinnati,Washington,64.35%,35.65%,-160,135
2023-08-06 17:40:00,Detroit,Tampa Bay,26.35%,73.65%,165,-200
2023-08-06 18:10:00,Minnesota,Arizona,46.20%,53.80%,125,-150
2023-08-06 18:10:00,Milwaukee,Pittsburgh,70.24%,29.76%,-210,170
2023-08-06 18:15:00,St. Louis,Colorado,57.38%,42.62%,-200,165
2023-08-06 18:20:00,Chi. Cubs,Atlanta,40.28%,59.72%,105,-125
2023-08-06 18:35:00,Texas,Miami,61.31%,38.69%,-135,110
2023-08-06 20:07:00,Oakland,San Francisco,29.46%,70.54%,165,-200
2023-08-06 20:07:00,LA Angels,Seattle,56.42%,43.58%,-120,100
2023-08-06 23:10:00,San Diego,LA Dodgers,46.22%,53.78%,100,-120
2023-08-07 20:10:00,San Diego,LA Dodgers,44.44%,55.56%,-115,-105
2023-08-07 22:40:00,Cincinnati,Miami,58.85%,41.15%,105,-125
2023-08-07 22:40:00,Detroit,Minnesota,33.51%,66.49%,140,-165
2023-08-07 23:05:00,Pittsburgh,Atlanta,26.28%,73.72%,220,-275
2023-08-07 23:10:00,NY Mets,Chi. Cubs,38.98%,61.02%,-140,115
2023-08-07 23:10:00,Boston,Kansas City,66.54%,33.46%,-225,185
2023-08-07 23:10:00,Cleveland,Toronto,38.69%,61.31%,105,-125
2023-08-08 00:10:00,Milwaukee,Colorado,62.96%,37.04%,-250,195
2023-08-08 00:10:00,Chi. White Sox,NY Yankees,25.89%,74.11%,140,-165
2023-08-08 01:38:00,LA Angels,San Francisco,43.50%,56.50%,100,-120
2023-08-08 01:40:00,Oakland,Texas,26.52%,73.48%,170,-210
2023-08-08 20:05:00,Philadelphia,Washington,67.69%,32.31%,-275,225
2023-08-08 22:40:00,Tampa Bay,St. Louis,74.88%,25.12%,-165,135
2023-08-08 22:40:00,Detroit,Minnesota,38.77%,61.23%,-105,-115
2023-08-08 22:40:00,Cincinnati,Miami,62.02%,37.98%,110,-135
2023-08-08 23:05:00,Pittsburgh,Atlanta,26.04%,73.96%,125,-150
2023-08-08 23:05:00,Baltimore,Houston,57.39%,42.61%,105,-125
2023-08-08 23:10:00,Cleveland,Toronto,35.50%,64.50%,-105,-115
2023-08-08 23:10:00,NY Mets,Chi. Cubs,32.83%,67.17%,110,-135
2023-08-08 23:10:00,Boston,Kansas City,66.07%,33.93%,-185,150
2023-08-08 23:20:00,Philadelphia,Washington,62.75%,37.25%,-225,185
2023-08-09 00:10:00,Milwaukee,Colorado,69.84%,30.16%,-225,180
2023-08-09 00:10:00,Chi. White Sox,NY Yankees,32.48%,67.52%,115,-140
2023-08-09 01:38:00,LA Angels,San Francisco,47.59%,52.41%,-105,-115
2023-08-09 01:40:00,Oakland,Texas,23.71%,76.29%,190,-250
2023-08-09 01:40:00,Arizona,LA Dodgers,29.74%,70.26%,125,-150
2023-08-09 01:40:00,Seattle,San Diego,67.08%,32.92%,-145,120
2023-08-09 16:35:00,Cincinnati,Miami,71.90%,28.10%,-120,100
2023-08-09 18:10:00,Milwaukee,Colorado,70.96%,29.04%,-225,185
2023-08-09 19:37:00,Oakland,Texas,29.38%,70.62%,240,-300
2023-08-09 22:40:00,Philadelphia,Washington,69.50%,30.50%,-185,150
2023-08-09 22:40:00,Tampa Bay,St. Louis,66.27%,33.73%,-155,130
2023-08-09 22:40:00,Detroit,Minnesota,32.83%,67.17%,135,-165
2023-08-09 23:05:00,Pittsburgh,Atlanta,28.24%,71.76%,240,-300
2023-08-09 23:05:00,Baltimore,Houston,62.22%,37.78%,-125,105
2023-08-09 23:10:00,Boston,Kansas City,64.46%,35.54%,-225,180
2023-08-09 23:10:00,Cleveland,Toronto,33.97%,66.03%,125,-155
2023-08-09 23:10:00,NY Mets,Chi. Cubs,32.71%,67.29%,-110,-110
2023-08-10 00:10:00,Chi. White Sox,NY Yankees,50.38%,49.62%,100,-120
2023-08-10 01:38:00,LA Angels,San Francisco,65.74%,34.26%,-120,100
2023-08-10 01:40:00,Seattle,San Diego,43.41%,56.59%,105,-125
2023-08-10 01:40:00,Arizona,LA Dodgers,36.88%,63.12%,100,-120
2023-08-10 16:35:00,Pittsburgh,Atlanta,31.25%,68.75%,185,-225
2023-08-10 16:35:00,Baltimore,Houston,67.78%,32.22%,-105,-115
2023-08-10 17:10:00,Detroit,Minnesota,31.67%,68.33%,125,-150
2023-08-10 17:10:00,Cleveland,Toronto,37.83%,62.17%,115,-140
2023-08-10 22:40:00,Tampa Bay,St. Louis,72.27%,27.73%,-175,145
2023-08-10 22:40:00,Philadelphia,Washington,64.14%,35.86%,-250,200
2023-08-10 23:10:00,Boston,Kansas City,62.07%,37.93%,-275,220
2023-08-11 02:10:00,LA Dodgers,Colorado,64.55%,35.45%,-350,275
2023-08-11 22:40:00,Tampa Bay,Cleveland,69.40%,30.60%,-200,165
2023-08-11 22:40:00,Miami,NY Yankees,54.26%,45.74%,-145,120
2023-08-11 23:05:00,Philadelphia,Minnesota,62.35%,37.65%,-160,135
2023-08-11 23:05:00,Pittsburgh,Cincinnati,45.22%,54.78%,105,-125
2023-08-11 23:05:00,Washington,Oakland,63.14%,36.86%,-105,-115
2023-08-11 23:07:00,Toronto,Chi. Cubs,65.40%,34.60%,-160,135
2023-08-11 23:10:00,Boston,Detroit,63.60%,36.40%,-160,135
2023-08-11 23:10:00,NY Mets,Atlanta,27.02%,72.98%,150,-185
2023-08-12 00:10:00,Kansas City,St. Louis,38.46%,61.54%,-110,-110
2023-08-12 00:10:00,Houston,LA Angels,76.99%,23.01%,-200,165
2023-08-12 00:10:00,Chi. White Sox,Milwaukee,33.59%,66.41%,145,-175
2023-08-12 01:40:00,Arizona,San Diego,33.58%,66.42%,145,-175
2023-08-12 02:10:00,LA Dodgers,Colorado,63.88%,36.12%,-350,260
2023-08-12 02:10:00,Seattle,Baltimore,48.41%,51.59%,-145,120
2023-08-12 02:15:00,San Francisco,Texas,35.13%,64.87%,-110,-110
2023-08-12 17:10:00,NY Mets,Atlanta,27.42%,72.58%,145,-175
2023-08-12 19:07:00,Toronto,Chi. Cubs,59.95%,40.05%,-120,100
2023-08-12 20:10:00,Boston,Detroit,67.35%,32.65%,-200,165
2023-08-12 20:10:00,Tampa Bay,Cleveland,64.99%,35.01%,-150,125
2023-08-12 20:10:00,Miami,NY Yankees,47.60%,52.40%,-175,145
2023-08-12 22:05:00,Philadelphia,Minnesota,68.38%,31.62%,-115,-105
2023-08-12 23:05:00,Washington,Oakland,65.09%,34.91%,-120,100
2023-08-12 23:10:00,Kansas City,St. Louis,47.13%,52.87%,135,-160
2023-08-12 23:15:00,Houston,LA Angels,75.34%,24.66%,-190,155
2023-08-12 23:15:00,Chi. White Sox,Milwaukee,32.23%,67.77%,135,-160
2023-08-12 23:15:00,NY Mets,Atlanta,28.90%,71.10%,180,-225
2023-08-13 00:10:00,Arizona,San Diego,62.28%,37.72%,-150,125
2023-08-13 01:05:00,San Francisco,Texas,40.70%,59.30%,-135,110
2023-08-13 01:10:00,LA Dodgers,Colorado,69.66%,30.34%,-350,260
2023-08-13 01:40:00,Seattle,Baltimore,53.62%,46.38%,-160,135
2023-08-13 16:05:00,Boston,Detroit,60.68%,39.32%,-135,110
2023-08-13 17:35:00,Washington,Oakland,62.92%,37.08%,-140,115
2023-08-13 17:35:00,Pittsburgh,Cincinnati,36.99%,63.01%,-145,120
2023-08-13 17:35:00,Philadelphia,Minnesota,62.33%,37.67%,-120,100
2023-08-13 17:37:00,Toronto,Chi. Cubs,59.86%,40.14%,-140,115
2023-08-13 17:40:00,Miami,NY Yankees,26.24%,73.76%,110,-135
2023-08-13 17:40:00,Tampa Bay,Cleveland,61.38%,38.62%,-200,165
2023-08-13 18:10:00,Houston,LA Angels,65.91%,34.09%,-150,125
2023-08-13 18:10:00,Chi. White Sox,Milwaukee,37.48%,62.52%,105,-125
2023-08-13 20:05:00,San Francisco,Texas,40.81%,59.19%,-145,120
2023-08-13 20:10:00,Arizona,San Diego,32.85%,67.15%,120,-145
2023-08-13 20:10:00,Seattle,Baltimore,43.26%,56.74%,-105,-115
2023-08-13 20:10:00,LA Dodgers,Colorado,66.48%,33.52%,-350,280
2023-08-13 22:05:00,Pittsburgh,Cincinnati,32.63%,67.37%,-105,-115
2023-08-13 23:10:00,NY Mets,Atlanta,32.23%,67.77%,110,-135
2023-08-14 22:40:00,Miami,Houston,36.54%,63.46%,120,-145
2023-08-14 23:10:00,NY Mets,Pittsburgh,55.06%,44.94%,-135,115
2023-08-14 23:20:00,Atlanta,NY Yankees,65.76%,34.24%,-250,195
2023-08-14 23:45:00,St. Louis,Oakland,61.88%,38.12%,-200,165
2023-08-15 00:05:00,Texas,LA Angels,74.22%,25.78%,-175,145
2023-08-15 00:10:00,Kansas City,Seattle,29.74%,70.26%,125,-150
2023-08-15 00:40:00,Colorado,Arizona,48.31%,51.69%,190,-225
2023-08-15 01:40:00,San Diego,Baltimore,45.09%,54.91%,-130,110
2023-08-15 01:45:00,San Francisco,Tampa Bay,41.91%,58.09%,115,-140
2023-08-15 22:40:00,Cincinnati,Cleveland,67.80%,32.20%,-110,-110
2023-08-15 22:40:00,Miami,Houston,29.89%,70.11%,110,-135
2023-08-15 23:05:00,Washington,Boston,39.75%,60.25%,145,-175
2023-08-15 23:07:00,Toronto,Philadelphia,60.34%,39.66%,-105,-115
2023-08-15 23:10:00,NY Mets,Pittsburgh,61.38%,38.62%,-140,115
2023-08-15 23:20:00,Atlanta,NY Yankees,71.22%,28.78%,-210,170
2023-08-15 23:40:00,Minnesota,Detroit,62.65%,37.35%,-200,165
2023-08-15 23:45:00,St. Louis,Oakland,66.76%,33.24%,-225,185
2023-08-16 00:05:00,Chi. Cubs,Chi. White Sox,73.11%,26.89%,-175,145
2023-08-16 00:05:00,Texas,LA Angels,72.56%,27.44%,-165,140
2023-08-16 00:10:00,Kansas City,Seattle,29.04%,70.96%,125,-150
2023-08-16 00:40:00,Colorado,Arizona,51.00%,49.00%,100,-120
2023-08-16 01:40:00,San Diego,Baltimore,40.32%,59.68%,-140,115
2023-08-16 01:45:00,San Francisco,Tampa Bay,38.35%,61.65%,-105,-115
2023-08-16 02:10:00,LA Dodgers,Milwaukee,64.18%,35.82%,-210,170
2023-08-16 17:10:00,NY Mets,Pittsburgh,53.58%,46.42%,-125,105
2023-08-16 17:10:00,Minnesota,Detroit,65.40%,34.60%,-200,165
2023-08-16 19:10:00,Colorado,Arizona,50.89%,49.11%,110,-135
2023-08-16 19:45:00,San Francisco,Tampa Bay,39.21%,60.79%,100,-120
2023-08-16 22:40:00,Miami,Houston,29.03%,70.97%,110,-135
2023-08-16 22:40:00,Cincinnati,Cleveland,67.64%,32.36%,-160,135
2023-08-16 22:45:00,St. Louis,Oakland,59.08%,40.92%,-190,155
2023-08-16 23:05:00,Washington,Boston,36.26%,63.74%,145,-175
2023-08-16 23:07:00,Toronto,Philadelphia,58.61%,41.39%,-150,125
2023-08-16 23:20:00,Atlanta,NY Yankees,67.18%,32.82%,-210,170
2023-08-17 00:05:00,Texas,LA Angels,74.91%,25.09%,-200,165
2023-08-17 00:05:00,Chi. Cubs,Chi. White Sox,55.44%,44.56%,-165,140
2023-08-17 00:10:00,Kansas City,Seattle,32.11%,67.89%,165,-200
2023-08-17 00:40:00,San Diego,Baltimore,39.90%,60.10%,-160,135
2023-08-17 02:10:00,LA Dodgers,Milwaukee,66.27%,33.73%,-250,195
2023-08-17 18:10:00,Kansas City,Seattle,28.00%,72.00%,180,-225
2023-08-17 20:05:00,Washington,Boston,32.97%,67.03%,165,-200
2023-08-17 23:15:00,St. Louis,NY Mets,45.74%,54.26%,105,-125
2023-08-18 01:40:00,San Diego,Arizona,40.41%,59.59%,100,-120
2023-08-18 02:10:00,LA Dodgers,Milwaukee,60.92%,39.08%,-140,115
2023-08-18 18:20:00,Chi. Cubs,Kansas City,72.30%,27.70%,-190,155
2023-08-18 20:10:00,Cleveland,Detroit,53.68%,46.32%,-115,-105
