Game Time,Home Team,Away Team,Home Wager %,Away Wager %,Home Opener Odds,Away Opener Odds
2022-08-05 23:05:00,Philadelphia,Washington,75.79%,24.21%,-225,180
2022-08-05 23:10:00,Detroit,Tampa Bay,27.34%,72.66%,155,-190
2022-08-05 23:10:00,NY Mets,Atlanta,63.71%,36.29%,-125,105
2022-08-05 23:10:00,Cleveland,Houston,23.32%,76.68%,165,-200
2022-08-06 00:05:00,Texas,Chi. White Sox,21.13%,78.87%,140,-165
2022-08-06 00:10:00,Milwaukee,Cincinnati,72.92%,27.08%,-200,165
2022-08-06 00:10:00,Kansas City,Boston,51.36%,48.64%,-110,-110
2022-08-06 00:10:00,Minnesota,Toronto,40.98%,59.02%,105,-125
2022-08-06 00:15:00,St. Louis,NY Yankees,33.83%,66.17%,120,-145
2022-08-06 01:40:00,Arizona,Colorado,68.00%,32.00%,-140,115
2022-08-06 02:10:00,Seattle,LA Angels,78.41%,21.59%,-225,180
2022-08-06 02:10:00,LA Dodgers,San Diego,65.19%,34.81%,-160,135
2022-08-06 17:10:00,NY Mets,Atlanta,62.93%,37.07%,-120,100
2022-08-06 18:20:00,Chi. Cubs,Miami,34.12%,65.88%,-110,-110
2022-08-06 20:10:00,Seattle,LA Angels,72.97%,27.03%,-190,155
2022-08-06 21:05:00,Baltimore,Pittsburgh,78.61%,21.39%,-155,125
2022-08-06 22:05:00,Philadelphia,Washington,80.31%,19.69%,-250,200
2022-08-06 22:10:00,Detroit,Tampa Bay,22.48%,77.52%,200,-250
2022-08-06 22:10:00,Cleveland,Houston,33.62%,66.38%,135,-160
2022-08-06 23:05:00,Texas,Chi. White Sox,32.14%,67.86%,105,-125
2022-08-06 23:07:00,Oakland,San Francisco,30.19%,69.81%,165,-200
2022-08-06 23:10:00,NY Mets,Atlanta,65.71%,34.29%,-135,110
2022-08-06 23:10:00,Kansas City,Boston,30.98%,69.02%,115,-140
2022-08-06 23:10:00,Minnesota,Toronto,38.52%,61.48%,110,-135
2022-08-06 23:15:00,St. Louis,NY Yankees,45.84%,54.16%,-105,-115
2022-08-06 23:15:00,Milwaukee,Cincinnati,67.05%,32.95%,-190,155
2022-08-07 00:10:00,Arizona,Colorado,76.15%,23.85%,-175,145
2022-08-07 01:10:00,LA Dodgers,San Diego,62.26%,37.74%,-155,125
2022-08-07 02:10:00,Seattle,LA Angels,74.39%,25.61%,-160,135
2022-08-07 16:05:00,Cleveland,Houston,29.93%,70.07%,120,-145
2022-08-07 17:35:00,Baltimore,Pittsburgh,81.70%,18.30%,-175,145
2022-08-07 17:35:00,Philadelphia,Washington,73.34%,26.66%,-300,240
2022-08-07 17:40:00,Detroit,Tampa Bay,30.64%,69.36%,145,-175
2022-08-07 18:10:00,Minnesota,Toronto,30.42%,69.58%,140,-165
2022-08-07 18:10:00,Milwaukee,Cincinnati,71.35%,28.65%,-275,220
2022-08-07 18:10:00,Kansas City,Boston,33.43%,66.57%,115,-140
2022-08-07 18:15:00,St. Louis,NY Yankees,47.72%,52.28%,110,-135
2022-08-07 18:20:00,Chi. Cubs,Miami,50.59%,49.41%,-120,100
2022-08-07 18:35:00,Texas,Chi. White Sox,31.81%,68.19%,125,-150
2022-08-07 20:07:00,Oakland,San Francisco,30.34%,69.66%,190,-250
2022-08-07 20:10:00,NY Mets,Atlanta,60.30%,39.70%,-145,120
2022-08-07 20:10:00,Seattle,LA Angels,80.05%,19.95%,-165,140
2022-08-07 20:10:00,Arizona,Colorado,70.94%,29.06%,-160,135
2022-08-07 23:08:00,LA Dodgers,San Diego,63.77%,36.23%,-135,110
2022-08-08 23:05:00,Baltimore,Toronto,52.40%,47.60%,125,-155
2022-08-08 23:10:00,NY Mets,Cincinnati,75.03%,24.97%,-275,225
2022-08-09 00:05:00,Chi. Cubs,Washington,70.65%,29.35%,-190,155
2022-08-09 01:40:00,Oakland,LA Angels,63.01%,36.99%,-125,105
2022-08-09 01:40:00,Arizona,Pittsburgh,70.24%,29.76%,-250,190
2022-08-09 01:40:00,San Diego,San Francisco,69.82%,30.18%,-175,145
2022-08-09 02:10:00,Seattle,NY Yankees,42.07%,57.93%,100,-120
2022-08-09 20:10:00,Kansas City,Chi. White Sox,N/A,N/A,0,0
2022-08-09 23:05:00,Baltimore,Toronto,26.78%,73.22%,150,-185
2022-08-09 23:05:00,Philadelphia,Miami,79.88%,20.12%,-225,185
2022-08-09 23:10:00,Detroit,Cleveland,26.48%,73.52%,165,-200
2022-08-09 23:10:00,Boston,Atlanta,26.59%,73.41%,125,-155
2022-08-09 23:10:00,NY Mets,Cincinnati,81.13%,18.87%,-300,240
2022-08-09 23:30:00,Kansas City,Chi. White Sox,55.43%,44.57%,125,-155
2022-08-10 00:05:00,Chi. Cubs,Washington,76.23%,23.77%,-200,160
2022-08-10 00:10:00,Houston,Texas,67.92%,32.08%,-175,145
2022-08-10 00:10:00,Milwaukee,Tampa Bay,56.43%,43.57%,-165,140
2022-08-10 00:40:00,Colorado,St. Louis,21.17%,78.83%,150,-185
2022-08-10 01:40:00,Oakland,LA Angels,37.52%,62.48%,155,-190
2022-08-10 01:40:00,San Diego,San Francisco,70.68%,29.32%,-185,150
2022-08-10 01:40:00,Arizona,Pittsburgh,51.65%,48.35%,-160,135
2022-08-10 02:10:00,LA Dodgers,Minnesota,75.14%,24.86%,-200,170
2022-08-10 02:10:00,Seattle,NY Yankees,38.83%,61.17%,115,-140
2022-08-10 17:10:00,NY Mets,Cincinnati,75.61%,24.39%,-350,260
2022-08-10 18:10:00,Milwaukee,Tampa Bay,58.67%,41.33%,-160,135
2022-08-10 18:20:00,Chi. Cubs,Washington,67.80%,32.20%,-175,145
2022-08-10 19:37:00,Oakland,LA Angels,64.06%,35.94%,-125,105
2022-08-10 20:10:00,San Diego,San Francisco,63.82%,36.18%,-165,135
2022-08-10 20:10:00,Seattle,NY Yankees,30.01%,69.99%,105,-130
2022-08-10 23:05:00,Philadelphia,Miami,51.38%,48.62%,-125,105
2022-08-10 23:10:00,Detroit,Cleveland,35.39%,64.61%,135,-160
2022-08-10 23:10:00,Boston,Atlanta,27.81%,72.19%,115,-140
2022-08-11 00:10:00,Houston,Texas,81.11%,18.89%,-350,260
2022-08-11 00:10:00,Kansas City,Chi. White Sox,29.63%,70.37%,115,-140
2022-08-11 00:40:00,Colorado,St. Louis,39.23%,60.77%,135,-160
2022-08-11 01:40:00,Arizona,Pittsburgh,67.92%,32.08%,-165,140
2022-08-11 02:10:00,LA Dodgers,Minnesota,66.01%,33.99%,-160,135
2022-08-11 17:05:00,Philadelphia,Miami,74.09%,25.91%,-175,145
2022-08-11 17:10:00,Detroit,Cleveland,33.49%,66.51%,140,-165
2022-08-11 18:10:00,Kansas City,Chi. White Sox,27.82%,72.18%,155,-190
2022-08-11 18:10:00,Houston,Texas,81.17%,18.83%,-300,240
2022-08-11 19:10:00,Colorado,St. Louis,36.69%,63.31%,100,-120
2022-08-11 19:40:00,Arizona,Pittsburgh,78.47%,21.53%,-185,150
2022-08-11 23:10:00,Boston,Baltimore,43.93%,56.07%,-135,110
2022-08-11 23:15:00,Cincinnati,Chi. Cubs,51.45%,48.55%,-115,-105
2022-08-12 22:40:00,Miami,Atlanta,28.21%,71.79%,135,-160
2022-08-12 23:05:00,Washington,San Diego,18.85%,81.15%,185,-225
2022-08-12 23:07:00,Toronto,Cleveland,60.83%,39.17%,-185,150
2022-08-12 23:10:00,NY Mets,Philadelphia,76.59%,23.41%,-200,165
2022-08-12 23:10:00,Chi. White Sox,Detroit,76.15%,23.85%,-250,195
2022-08-12 23:10:00,Tampa Bay,Baltimore,59.07%,40.93%,-155,125
2022-08-12 23:10:00,Boston,NY Yankees,33.91%,66.09%,105,-125
2022-08-13 00:05:00,Texas,Seattle,24.47%,75.53%,155,-190
2022-08-13 00:10:00,Kansas City,LA Dodgers,20.44%,79.56%,195,-250
2022-08-13 00:10:00,Houston,Oakland,74.23%,25.77%,-350,275
2022-08-13 00:15:00,St. Louis,Milwaukee,61.30%,38.70%,-165,140
2022-08-13 00:40:00,Colorado,Arizona,62.04%,37.96%,-125,105
2022-08-13 01:38:00,LA Angels,Minnesota,33.95%,66.05%,100,-120
2022-08-13 02:15:00,San Francisco,Pittsburgh,77.37%,22.63%,-275,220
2022-08-13 17:10:00,Miami,Atlanta,41.98%,58.02%,100,-120
2022-08-13 19:07:00,Toronto,Cleveland,50.17%,49.83%,-130,105
2022-08-13 20:10:00,Tampa Bay,Baltimore,67.48%,32.52%,-175,145
2022-08-13 22:40:00,Cincinnati,Chi. Cubs,63.33%,36.67%,-120,100
2022-08-13 23:05:00,Washington,San Diego,17.12%,82.88%,230,-275
2022-08-13 23:10:00,Kansas City,LA Dodgers,22.53%,77.47%,200,-250
2022-08-13 23:10:00,Chi. White Sox,Detroit,71.45%,28.55%,-200,170
2022-08-13 23:10:00,Miami,Atlanta,26.87%,73.13%,130,-160
2022-08-13 23:10:00,Houston,Oakland,75.19%,24.81%,-275,220
2022-08-13 23:10:00,NY Mets,Philadelphia,73.37%,26.63%,-190,155
2022-08-13 23:15:00,St. Louis,Milwaukee,52.97%,47.03%,110,-135
2022-08-13 23:15:00,Boston,NY Yankees,30.91%,69.09%,125,-155
2022-08-13 23:15:00,Texas,Seattle,32.56%,67.44%,-110,-110
2022-08-14 00:10:00,Colorado,Arizona,36.99%,63.01%,120,-145
2022-08-14 01:05:00,San Francisco,Pittsburgh,78.84%,21.16%,-250,200
2022-08-14 01:07:00,LA Angels,Minnesota,45.05%,54.95%,-105,-115
2022-08-14 16:05:00,Washington,San Diego,18.43%,81.57%,200,-250
2022-08-14 17:37:00,Toronto,Cleveland,57.02%,42.98%,-155,125
2022-08-14 17:40:00,Miami,Atlanta,29.65%,70.35%,115,-140
2022-08-14 17:40:00,Cincinnati,Chi. Cubs,32.58%,67.42%,110,-130
2022-08-14 17:40:00,Tampa Bay,Baltimore,58.68%,41.32%,-160,135
2022-08-14 17:40:00,NY Mets,Philadelphia,60.81%,39.19%,-130,110
2022-08-14 18:10:00,Chi. White Sox,Detroit,67.69%,32.31%,-200,165
2022-08-14 18:10:00,Houston,Oakland,73.05%,26.95%,-275,220
2022-08-14 18:10:00,Kansas City,LA Dodgers,24.22%,75.78%,200,-250
2022-08-14 18:15:00,St. Louis,Milwaukee,72.69%,27.31%,-140,115
2022-08-14 18:35:00,Texas,Seattle,41.43%,58.57%,100,-120
2022-08-14 19:10:00,Colorado,Arizona,60.00%,40.00%,-125,105
2022-08-14 20:05:00,San Francisco,Pittsburgh,73.93%,26.07%,-225,180
2022-08-14 20:07:00,LA Angels,Minnesota,26.66%,73.34%,110,-135
2022-08-14 23:08:00,Boston,NY Yankees,33.28%,66.72%,105,-125
2022-08-15 19:10:00,Cleveland,Detroit,N/A,N/A,0,0
2022-08-15 22:40:00,Cincinnati,Philadelphia,23.94%,76.06%,150,-185
2022-08-15 22:40:00,Miami,San Diego,44.97%,55.03%,115,-140
2022-08-15 22:40:00,Cleveland,Detroit,71.22%,28.78%,-200,170
2022-08-15 23:05:00,Washington,Chi. Cubs,40.41%,59.59%,120,-145
2022-08-15 23:05:00,NY Yankees,Tampa Bay,68.98%,31.02%,-225,180
2022-08-15 23:07:00,Toronto,Baltimore,61.19%,38.81%,-165,135
2022-08-15 23:20:00,Atlanta,NY Mets,47.33%,52.67%,-150,125
2022-08-15 23:40:00,Minnesota,Kansas City,75.30%,24.70%,-200,165
2022-08-16 00:05:00,Texas,Oakland,67.86%,32.14%,-160,135
2022-08-16 00:10:00,Chi. White Sox,Houston,33.82%,66.18%,115,-140
2022-08-16 00:10:00,Milwaukee,LA Dodgers,27.35%,72.65%,150,-185
2022-08-16 01:38:00,LA Angels,Seattle,43.82%,56.18%,-150,125
2022-08-16 01:45:00,San Francisco,Arizona,69.28%,30.72%,-185,150
2022-08-16 22:40:00,Miami,San Diego,37.20%,62.80%,135,-160
2022-08-16 22:40:00,Cincinnati,Philadelphia,20.97%,79.03%,150,-185
2022-08-16 23:05:00,Washington,Chi. Cubs,29.92%,70.08%,135,-160
2022-08-16 23:05:00,NY Yankees,Tampa Bay,65.72%,34.28%,-175,145
2022-08-16 23:05:00,Pittsburgh,Boston,35.47%,64.53%,120,-145
2022-08-16 23:07:00,Toronto,Baltimore,67.79%,32.21%,-225,185
2022-08-16 23:10:00,Cleveland,Detroit,73.96%,26.04%,-225,180
2022-08-16 23:20:00,Atlanta,NY Mets,48.21%,51.79%,-155,125
2022-08-16 23:40:00,Minnesota,Kansas City,72.74%,27.26%,-200,165
2022-08-16 23:45:00,St. Louis,Colorado,74.94%,25.06%,-225,180
2022-08-17 00:05:00,Texas,Oakland,57.31%,42.69%,-115,-105
2022-08-17 00:10:00,Chi. White Sox,Houston,30.11%,69.89%,105,-125
2022-08-17 00:10:00,Milwaukee,LA Dodgers,46.65%,53.35%,-120,100
2022-08-17 01:38:00,LA Angels,Seattle,29.33%,70.67%,140,-165
2022-08-17 01:45:00,San Francisco,Arizona,53.39%,46.61%,-115,-105
2022-08-17 16:35:00,Cincinnati,Philadelphia,22.83%,77.17%,135,-160
2022-08-17 17:05:00,Washington,Chi. Cubs,26.53%,73.47%,120,-145
2022-08-17 17:10:00,Minnesota,Kansas City,79.76%,20.24%,-190,155
2022-08-17 19:07:00,Toronto,Baltimore,58.98%,41.02%,-165,140
2022-08-17 20:07:00,LA Angels,Seattle,36.04%,63.96%,145,-175
2022-08-17 20:10:00,Miami,San Diego,30.44%,69.56%,120,-145
2022-08-17 23:05:00,Pittsburgh,Boston,36.18%,63.82%,125,-150
2022-08-17 23:05:00,NY Yankees,Tampa Bay,56.27%,43.73%,-145,120
2022-08-17 23:10:00,Cleveland,Detroit,81.10%,18.90%,-225,180
2022-08-17 23:20:00,Atlanta,NY Mets,27.45%,72.55%,115,-140
2022-08-17 23:45:00,St. Louis,Colorado,79.19%,20.81%,-200,170
2022-08-18 00:05:00,Texas,Oakland,75.93%,24.07%,-160,135
2022-08-18 00:10:00,Milwaukee,LA Dodgers,25.67%,74.33%,145,-175
2022-08-18 00:10:00,Chi. White Sox,Houston,30.73%,69.27%,125,-155
2022-08-18 01:45:00,San Francisco,Arizona,78.40%,21.60%,-225,180
2022-08-18 17:15:00,St. Louis,Colorado,N/A,N/A,-225,180
2022-08-18 18:05:00,Texas,Oakland,N/A,N/A,-190,155
2022-08-18 18:10:00,Chi. White Sox,Houston,N/A,N/A,105,-125
2022-08-18 18:10:00,Milwaukee,LA Dodgers,N/A,N/A,-105,-115
2022-08-18 19:05:00,Baltimore,Chi. Cubs,80.30%,19.70%,-145,120
2022-08-18 19:45:00,San Francisco,Arizona,64.04%,35.96%,-145,120
2022-08-18 23:05:00,NY Yankees,Toronto,62.78%,37.22%,-145,120
2022-08-18 23:05:00,Pittsburgh,Boston,25.34%,74.66%,155,-190
2022-08-18 23:10:00,Tampa Bay,Kansas City,71.62%,28.38%,-200,170
2022-08-18 23:20:00,Atlanta,NY Mets,36.14%,63.86%,-200,-200
2022-08-19 01:40:00,San Diego,Washington,77.75%,22.25%,-350,275
2022-08-19 18:20:00,Chi. Cubs,Milwaukee,37.52%,62.48%,115,-140
2022-08-19 23:05:00,Philadelphia,NY Mets,45.45%,54.55%,-125,105
2022-08-19 23:05:00,Pittsburgh,Cincinnati,38.30%,61.70%,100,-120
2022-08-19 23:05:00,NY Yankees,Toronto,52.49%,47.51%,-125,105
2022-08-19 23:05:00,Baltimore,Boston,68.07%,31.93%,-115,-105
2022-08-19 23:10:00,Tampa Bay,Kansas City,78.67%,21.33%,-200,165
2022-08-19 23:10:00,Detroit,LA Angels,51.30%,48.70%,115,-140
2022-08-19 23:10:00,Cleveland,Chi. White Sox,71.79%,28.21%,-135,110
2022-08-19 23:20:00,Atlanta,Houston,56.06%,43.94%,-140,115
2022-08-20 00:10:00,Minnesota,Texas,62.22%,37.78%,-145,120
2022-08-20 00:40:00,Colorado,San Francisco,34.38%,65.62%,125,-155
2022-08-20 01:40:00,San Diego,Washington,76.23%,23.77%,-350,260
2022-08-20 01:40:00,Oakland,Seattle,27.86%,72.14%,115,-140
2022-08-20 01:40:00,Arizona,St. Louis,26.26%,73.74%,145,-175
2022-08-20 02:10:00,LA Dodgers,Miami,77.71%,22.29%,-250,200
2022-08-20 17:05:00,Philadelphia,NY Mets,58.40%,41.60%,-165,140
2022-08-20 17:05:00,NY Yankees,Toronto,63.11%,36.89%,-185,150
2022-08-20 17:10:00,Detroit,LA Angels,38.85%,61.15%,120,-145
2022-08-20 18:20:00,Chi. Cubs,Milwaukee,35.63%,64.37%,110,-135
2022-08-20 20:05:00,Baltimore,Boston,37.33%,62.67%,-105,-115
2022-08-20 20:10:00,Tampa Bay,Kansas City,81.60%,18.40%,-200,170
2022-08-20 23:05:00,Pittsburgh,Cincinnati,65.24%,34.76%,-135,110
2022-08-20 23:10:00,Minnesota,Texas,73.10%,26.90%,-165,135
2022-08-20 23:15:00,Oakland,Seattle,22.44%,77.56%,155,-190
2022-08-20 23:15:00,Philadelphia,NY Mets,26.60%,73.40%,100,-120
2022-08-20 23:15:00,Atlanta,Houston,48.24%,51.76%,-145,120
2022-08-21 00:10:00,Colorado,San Francisco,32.51%,67.49%,150,-185
2022-08-21 00:10:00,Arizona,St. Louis,29.21%,70.79%,115,-140
2022-08-21 00:40:00,San Diego,Washington,72.67%,27.33%,-350,260
2022-08-21 01:10:00,Cleveland,Chi. White Sox,66.62%,33.38%,-165,140
2022-08-21 01:10:00,LA Dodgers,Miami,71.23%,28.77%,-275,220
2022-08-21 17:35:00,NY Yankees,Toronto,46.94%,53.06%,-115,-105
2022-08-21 17:35:00,Atlanta,Houston,46.31%,53.69%,-150,125
2022-08-21 17:35:00,Philadelphia,NY Mets,57.84%,42.16%,-130,105
2022-08-21 17:35:00,Pittsburgh,Cincinnati,63.35%,36.65%,-115,-105
2022-08-21 17:40:00,Detroit,LA Angels,25.50%,74.50%,165,-200
2022-08-21 17:40:00,Tampa Bay,Kansas City,67.96%,32.04%,-165,135
2022-08-21 18:10:00,Minnesota,Texas,79.48%,20.52%,-190,155
2022-08-21 18:20:00,Chi. Cubs,Milwaukee,33.20%,66.80%,125,-150
2022-08-21 19:10:00,Colorado,San Francisco,47.22%,52.78%,115,-140
2022-08-21 20:07:00,Oakland,Seattle,30.92%,69.08%,180,-225
2022-08-21 20:10:00,LA Dodgers,Miami,54.59%,45.41%,-190,155
2022-08-21 20:10:00,San Diego,Washington,73.95%,26.05%,-300,230
2022-08-21 20:10:00,Arizona,St. Louis,39.85%,60.15%,115,-140
2022-08-21 23:10:00,Baltimore,Boston,65.37%,34.63%,100,-120
2022-08-22 18:10:00,Kansas City,Chi. White Sox,32.12%,67.88%,125,-155
2022-08-22 23:05:00,NY Yankees,NY Mets,29.98%,70.02%,135,-165
2022-08-22 23:05:00,Pittsburgh,Atlanta,24.38%,75.62%,170,-200
2022-08-22 23:05:00,Philadelphia,Cincinnati,77.28%,22.72%,-250,190
2022-08-22 23:10:00,Tampa Bay,LA Angels,79.76%,20.24%,-190,155
2022-08-22 23:10:00,Minnesota,Texas,74.84%,25.16%,-200,170
2022-08-23 00:05:00,Chi. Cubs,St. Louis,24.16%,75.84%,140,-165
2022-08-23 01:40:00,Oakland,Miami,37.70%,62.30%,120,-145
2022-08-23 02:10:00,LA Dodgers,Milwaukee,71.82%,28.18%,-250,200
2022-08-23 18:20:00,Chi. Cubs,St. Louis,20.42%,79.58%,145,-175
2022-08-23 23:05:00,Philadelphia,Cincinnati,71.04%,28.96%,-225,180
2022-08-23 23:05:00,Pittsburgh,Atlanta,23.06%,76.94%,230,-300
2022-08-23 23:05:00,Baltimore,Chi. White Sox,52.33%,47.67%,120,-145
2022-08-23 23:05:00,NY Yankees,NY Mets,44.09%,55.91%,-120,100
2022-08-23 23:10:00,Detroit,San Francisco,32.16%,67.84%,180,-225
2022-08-23 23:10:00,Tampa Bay,LA Angels,71.19%,28.81%,-175,145
2022-08-23 23:10:00,Boston,Toronto,30.11%,69.89%,110,-135
2022-08-24 00:05:00,Chi. Cubs,St. Louis,N/A,N/A,-500,-500
2022-08-24 00:10:00,Kansas City,Arizona,43.43%,56.57%,105,-125
2022-08-24 00:10:00,Houston,Minnesota,73.30%,26.70%,-350,260
2022-08-24 00:40:00,Colorado,Texas,54.10%,45.90%,-125,105
2022-08-24 01:40:00,Oakland,Miami,28.21%,71.79%,110,-135
2022-08-24 01:40:00,San Diego,Cleveland,63.29%,36.71%,-160,135
2022-08-24 02:10:00,LA Dodgers,Milwaukee,72.19%,27.81%,-155,125
2022-08-24 02:10:00,Seattle,Washington,75.12%,24.88%,-275,220
2022-08-24 16:35:00,Pittsburgh,Atlanta,20.21%,79.79%,195,-250
2022-08-24 17:10:00,Detroit,San Francisco,34.19%,65.81%,145,-175
2022-08-24 19:10:00,Colorado,Texas,38.84%,61.16%,100,-120
2022-08-24 19:37:00,Oakland,Miami,39.12%,60.88%,100,-120
2022-08-24 20:10:00,Seattle,Washington,77.28%,22.72%,-300,240
2022-08-24 20:10:00,San Diego,Cleveland,56.74%,43.26%,-165,140
2022-08-24 23:05:00,Philadelphia,Cincinnati,75.77%,24.23%,-275,220
2022-08-24 23:05:00,Baltimore,Chi. White Sox,66.25%,33.75%,100,-120
2022-08-24 23:10:00,Tampa Bay,LA Angels,80.69%,19.31%,-250,200
2022-08-24 23:10:00,Boston,Toronto,24.81%,75.19%,145,-175
2022-08-25 00:05:00,Chi. Cubs,St. Louis,22.09%,77.91%,180,-225
2022-08-25 00:10:00,Kansas City,Arizona,35.92%,64.08%,110,-135
2022-08-25 00:10:00,Houston,Minnesota,76.90%,23.10%,-225,185
2022-08-25 01:00:00,LA Dodgers,Milwaukee,72.55%,27.45%,-250,200
2022-08-25 17:10:00,Tampa Bay,LA Angels,76.09%,23.91%,-190,155
2022-08-25 18:20:00,Chi. Cubs,St. Louis,33.71%,66.29%,110,-135
2022-08-25 20:10:00,Seattle,Cleveland,47.91%,52.09%,100,-120
2022-08-25 23:05:00,Baltimore,Chi. White Sox,64.04%,35.96%,-115,-105
2022-08-25 23:05:00,Philadelphia,Cincinnati,70.06%,29.94%,-300,240
2022-08-25 23:10:00,Boston,Toronto,26.42%,73.58%,145,-175
2022-08-25 23:10:00,NY Mets,Colorado,74.72%,25.28%,-375,300
2022-08-26 00:10:00,Houston,Minnesota,71.87%,28.13%,-185,150
2022-08-26 01:40:00,Oakland,NY Yankees,26.78%,73.22%,185,-225
2022-08-26 22:40:00,Miami,LA Dodgers,20.00%,80.00%,220,-275
2022-08-26 23:05:00,Washington,Cincinnati,44.49%,55.51%,-125,105
2022-08-26 23:05:00,Philadelphia,Pittsburgh,75.47%,24.53%,-275,230
2022-08-26 23:07:00,Toronto,LA Angels,76.65%,23.35%,-185,150
2022-08-26 23:10:00,NY Mets,Colorado,77.65%,22.35%,-350,275
2022-08-26 23:10:00,Boston,Tampa Bay,51.43%,48.57%,-125,105
2022-08-27 00:05:00,Texas,Detroit,67.85%,32.15%,-175,145
2022-08-27 00:10:00,Chi. White Sox,Arizona,75.19%,24.81%,-185,150
2022-08-27 00:10:00,Kansas City,San Diego,31.74%,68.26%,145,-175
2022-08-27 00:10:00,Houston,Baltimore,73.99%,26.01%,-200,170
2022-08-27 00:10:00,Milwaukee,Chi. Cubs,69.23%,30.77%,-160,135
2022-08-27 00:10:00,Minnesota,San Francisco,67.35%,32.65%,-140,115
2022-08-27 00:15:00,St. Louis,Atlanta,44.39%,55.61%,120,-145
2022-08-27 01:40:00,Oakland,NY Yankees,27.51%,72.49%,200,-250
2022-08-27 02:10:00,Seattle,Cleveland,49.75%,50.25%,-110,-110
2022-08-27 19:07:00,Toronto,LA Angels,69.20%,30.80%,-160,135
2022-08-27 20:10:00,Boston,Tampa Bay,N/A,N/A,100,-120
2022-08-27 22:05:00,Philadelphia,Pittsburgh,81.41%,18.59%,-275,220
2022-08-27 22:10:00,Miami,LA Dodgers,39.60%,60.40%,155,-190
2022-08-27 23:05:00,Washington,Cincinnati,40.46%,59.54%,-125,105
2022-08-27 23:05:00,Texas,Detroit,54.29%,45.71%,-120,100
2022-08-27 23:10:00,Houston,Baltimore,71.37%,28.63%,-190,155
2022-08-27 23:10:00,Kansas City,San Diego,25.40%,74.60%,180,-225
2022-08-27 23:10:00,NY Mets,Colorado,74.23%,25.77%,-250,200
2022-08-27 23:10:00,Chi. White Sox,Arizona,40.72%,59.28%,100,-120
2022-08-27 23:10:00,Milwaukee,Chi. Cubs,71.19%,28.81%,-200,170
2022-08-27 23:15:00,St. Louis,Atlanta,63.48%,36.52%,-105,-115
2022-08-27 23:15:00,Minnesota,San Francisco,72.18%,27.82%,-135,110
2022-08-28 01:07:00,Oakland,NY Yankees,19.49%,80.51%,190,-250
2022-08-28 02:10:00,Seattle,Cleveland,70.15%,29.85%,-185,150
2022-08-28 16:05:00,Miami,LA Dodgers,30.64%,69.36%,230,-300
2022-08-28 17:35:00,Washington,Cincinnati,37.32%,62.68%,-105,-115
2022-08-28 17:35:00,Philadelphia,Pittsburgh,73.95%,26.05%,-300,240
2022-08-28 17:35:00,Boston,Tampa Bay,40.45%,59.55%,-105,-115
2022-08-28 17:37:00,Toronto,LA Angels,77.73%,22.27%,-225,185
2022-08-28 17:40:00,NY Mets,Colorado,81.15%,18.85%,-350,275
2022-08-28 18:10:00,Houston,Baltimore,72.33%,27.67%,-275,220
2022-08-28 18:10:00,Chi. White Sox,Arizona,72.43%,27.57%,-175,145
2022-08-28 18:10:00,Minnesota,San Francisco,54.20%,45.80%,-115,-105
2022-08-28 18:10:00,Kansas City,San Diego,32.67%,67.33%,155,-190
2022-08-28 18:10:00,Milwaukee,Chi. Cubs,78.45%,21.55%,-155,125
2022-08-28 18:35:00,Texas,Detroit,67.97%,32.03%,-165,135
2022-08-28 20:07:00,Oakland,NY Yankees,25.63%,74.37%,195,-250
2022-08-28 20:10:00,Seattle,Cleveland,68.15%,31.85%,-155,125
2022-08-28 23:08:00,St. Louis,Atlanta,61.57%,38.43%,-125,105
2022-08-29 22:40:00,Cincinnati,St. Louis,26.12%,73.88%,180,-225
2022-08-29 22:40:00,Miami,LA Dodgers,24.81%,75.19%,200,-250
2022-08-29 23:07:00,Toronto,Chi. Cubs,73.49%,26.51%,-250,190
2022-08-29 23:40:00,Minnesota,Boston,71.02%,28.98%,-145,120
2022-08-30 00:10:00,Milwaukee,Pittsburgh,72.21%,27.79%,-350,260
2022-08-30 01:38:00,LA Angels,NY Yankees,37.97%,62.03%,155,-190
2022-08-30 01:40:00,Arizona,Philadelphia,39.37%,60.63%,155,-190
2022-08-30 01:45:00,San Francisco,San Diego,58.47%,41.53%,-135,110
2022-08-30 22:10:00,Cleveland,Baltimore,60.30%,39.70%,-155,125
2022-08-30 22:40:00,Cincinnati,St. Louis,21.68%,78.32%,180,-225
2022-08-30 22:40:00,Miami,Tampa Bay,22.79%,77.21%,195,-250
2022-08-30 23:05:00,Washington,Oakland,37.36%,62.64%,-115,-105
2022-08-30 23:07:00,Toronto,Chi. Cubs,73.05%,26.95%,-225,185
2022-08-30 23:10:00,NY Mets,LA Dodgers,56.45%,43.55%,110,-135
2022-08-30 23:10:00,Detroit,Seattle,38.76%,61.24%,145,-175
2022-08-30 23:20:00,Atlanta,Colorado,79.48%,20.52%,-350,260
2022-08-30 23:40:00,Minnesota,Boston,69.28%,30.72%,-135,110
2022-08-31 00:05:00,Texas,Houston,21.68%,78.32%,150,-185
2022-08-31 00:10:00,Milwaukee,Pittsburgh,72.77%,27.23%,-190,155
2022-08-31 00:10:00,Chi. White Sox,Kansas City,57.66%,42.34%,-140,115
2022-08-31 01:38:00,LA Angels,NY Yankees,29.85%,70.15%,155,-190
