year,Team,HR,PA,wOBA,K%,BB%,Barrel%,HardHit%
2023,NYM,195,5362,0.31354475941812754,0.22287336814621406,0.08513763521074226,0.08506434166355836,0.40170943677732185
2023,NYY,201,5467,0.3076579476861167,0.2412544357051399,0.09601865739893908,0.09880665813060178,0.428158953722334
2023,PHI,220,6175,0.3304710931174089,0.23798072874493925,0.08707757085020242,0.09083611336032386,0.41135692307692306
2023,PIT,131,5031,0.3116821705426357,0.24366030610216657,0.09120055654939377,0.07749055853707015,0.4078032200357782
2023,SDP,181,5680,0.3237290492957747,0.2099010563380282,0.10598397887323945,0.08238538732394365,0.39056320422535207
2023,SEA,194,5564,0.32650880661394677,0.2645143781452193,0.09140528396836806,0.10353450754852625,0.4210763838964774
2023,SFG,173,5974,0.306413458319384,0.24263140274522932,0.09009106126548376,0.08565082022095748,0.3932167726816203
2023,STL,196,5893,0.32323417614118444,0.21007619209231287,0.09316748684880366,0.08677583573731544,0.4207792295944341
2023,TBR,230,6153,0.3351664228831464,0.2307888834714773,0.08331041768243135,0.084796522021778,0.4071568340646839
2023,TEX,233,6281,0.3403088680146473,0.2240850183091864,0.09532064957809265,0.09220840630472855,0.4154717401687629
2023,TOR,188,6122,0.32576216922574325,0.20749150604377653,0.08820107807905912,0.08648970924534466,0.3918500490035936
2023,WSN,135,5666,0.30563713378044477,0.18721249558771622,0.06830285915990114,0.0580506530180021,0.3506664313448641
2024,ARI,206,6073,0.33653515560678415,0.2017609089412152,0.08911312366211098,0.08171002799275481,0.39336192985344964
2024,ATH,192,5845,0.304358254918734,0.2484100940975192,0.08210983746792129,0.08832403763900769,0.3924716852010265
2024,ATL,186,5159,0.31515157976352004,0.2413454157782516,0.07955999224655941,0.10339465012599339,0.4389903081992634
2024,BAL,221,5657,0.32485133462966237,0.21688757291850805,0.08083613222556124,0.08971221495492307,0.4200565670850274
2024,BOS,185,5669,0.32504462868230727,0.25411853942494267,0.07855018521785147,0.09208908096666078,0.41712524254718647
2024,CHC,144,5333,0.3132955184699044,0.22136302268891805,0.087769923120195,0.07989649353084564,0.3865702231389461
2024,CHW,102,4579,0.27166739462764794,0.2347101987333479,0.06536449006333261,0.05859860231491592,0.3424944310984931
2024,CIN,168,5662,0.30594701518897915,0.24489385376192158,0.08453761921582478,0.0736407629812787,0.35861215118332745
2024,CLE,177,5653,0.30786785777463294,0.193959844330444,0.07914187157261629,0.05857120113214222,0.3369048292941801
2024,COL,174,5699,0.3057546938059309,0.27253447973328654,0.07651447622389891,0.08735690472012632,0.4002203895420249
2024,DET,142,5103,0.2992684695277288,0.2525537918871252,0.07763727219282775,0.08113247109543403,0.3803954536547129
2024,HOU,183,5854,0.322230953194397,0.1874578066279467,0.07253006491288007,0.07700854116843182,0.390119918004783
2024,KCR,162,5721,0.3093160286663171,0.18835850375808424,0.07195507778360426,0.07342510050690437,0.4004658276525083
2024,LAA,158,5561,0.29695342564287,0.2389079302283762,0.08227351195828086,0.07696727207336809,0.3727887070670743
2024,LAD,219,5759,0.3420072929328008,0.21138426810210104,0.09771887480465359,0.09906025351623544,0.42090935926376105
2024,MIA,88,3736,0.2973016595289079,0.22353265524625265,0.06430674518201282,0.06410037473233404,0.36106022483940037
2024,MIL,177,6143,0.31929822562265997,0.23606983558521893,0.09717548429106299,0.07443464105485918,0.38676574963372945
2024,MIN,183,6123,0.31579683161848765,0.21331259186673196,0.07722113343132452,0.07965882737220316,0.3841442103544014
2024,NYM,201,5905,0.32148027095681625,0.22485757832345468,0.08315427603725653,0.09103657917019475,0.4141485182049111
2024,NYY,226,6029,0.3307042627301377,0.21105473544534747,0.10851185934649193,0.11363177973129869,0.4303546193398573
2024,PHI,193,5781,0.32937467566165024,0.22261235080435912,0.0837855042380211,0.08313284898806435,0.4098062618924061
2024,PIT,156,5703,0.2985730317376819,0.24764404699281078,0.08386235314746622,0.08721339645800455,0.4038933894441522
2024,SDP,185,5548,0.32379091564527757,0.1895966113914924,0.07911481614996396,0.07804866618601299,0.4014511535688537
2024,SEA,163,4993,0.29859383136390943,0.27650330462647704,0.09545563789305027,0.09461405968355698,0.4138491888644102
2024,SFG,163,5282,0.30581465354032566,0.23947936387731916,0.07799621355547141,0.09090098447557743,0.4049867474441499
2024,STL,163,5899,0.3092417358874386,0.2144968638752331,0.07784065095778944,0.07163705712832683,0.3832593659942363
2024,TBR,107,4389,0.2898699020277968,0.2585944406470722,0.08231533378901798,0.08060059239006606,0.3726463886990203
2024,TEX,168,5776,0.30038296398891967,0.2128150969529086,0.08040945290858725,0.07453826177285316,0.39098459141274233
2024,TOR,128,4674,0.31050770218228496,0.19812002567394096,0.08545528455284553,0.08154150620453572,0.3828247753530167
2024,WSN,98,4507,0.29891124916796097,0.19795806523186155,0.0702975371644109,0.05474351009540714,0.3659531839360994
2025,ARI,130,3519,0.3291031543052004,0.21508553566354077,0.09105115089514067,0.0931332764990054,0.4176192100028417
2025,ATH,144,4084,0.3235333006856023,0.2260401567091087,0.0835722331047992,0.08707786483839372,0.40090572967678745
2025,ATL,117,4004,0.31437112887112884,0.22629620379620377,0.09522377622377623,0.09741758241758242,0.4202517482517482
2025,BAL,133,3951,0.316171602126044,0.23031460389774736,0.07484484940521385,0.09433991394583649,0.43393394077448744
2025,BOS,118,3843,0.32057897475930264,0.23629221962008845,0.07660681759042413,0.09532188394483473,0.45421233411397344
2025,CHC,156,4089,0.3335211543164588,0.20103056982147222,0.0884067009048667,0.10323404255319148,0.4043851797505502
2025,CHW,89,3597,0.29505115373922713,0.23042368640533778,0.08693744787322767,0.07857547956630524,0.40505810397553516
2025,CIN,108,3921,0.31282300433562865,0.22730553430247386,0.09022009691405253,0.07296148941596531,0.37982504463147154
2025,CLE,113,3946,0.2966964014191586,0.2222797769893563,0.0881637100861632,0.06972605169792194,0.36396502787633045
2025,COL,90,3314,0.30141309595654797,0.2559948702474351,0.06543361496680748,0.08400814725407361,0.40492063971031983
2025,DET,136,4101,0.32173664959765913,0.23379248963667396,0.08297220190197512,0.09846257010485247,0.4008400390148744
2025,HOU,115,3955,0.31877901390644753,0.20800530973451326,0.07593072060682679,0.07689178255372944,0.38435069532237676
2025,KCR,91,3940,0.29878908629441625,0.1867446700507614,0.06563807106598986,0.07476421319796953,0.3960972081218274
2025,LAA,152,3925,0.3135314649681529,0.2564405095541401,0.08044942675159236,0.11405783439490447,0.41547057324840764
2025,LAD,162,4117,0.33619261598251154,0.21838183143065334,0.0953594850619383,0.10419650230750545,0.426451542385232
2025,MIA,96,3821,0.31306490447526825,0.20853807903690133,0.07936561109657157,0.08405522114629677,0.4067621041612143
2025,MIL,96,3938,0.3138400203148807,0.209927374301676,0.08986312849162012,0.06336896901980701,0.3850931945149822
2025,MIN,112,3713,0.3127244815513062,0.21783598168596824,0.08025639644492324,0.0887912739025047,0.43175437651494747
2025,NYM,135,4056,0.31916148915187376,0.21280966469428006,0.0922921597633136,0.10739644970414201,0.45546696252465485
2025,NYY,170,4110,0.3372815085158151,0.2270148418491484,0.09801508515815083,0.1165075425790754,0.45843965936739656
2025,PHI,125,4080,0.3239428921568627,0.20937450980392153,0.09006642156862744,0.09221127450980392,0.4317176470588235
2025,PIT,69,3715,0.2844907133243607,0.24027833109017493,0.08474293405114401,0.09226244952893674,0.42979273216689096
2025,SDP,91,4026,0.3071559860904123,0.18710804769001488,0.08403974167908594,0.07157501241927472,0.37501887729756583
2025,SEA,135,3863,0.3233815687289671,0.22709940460781775,0.09102174475796013,0.09130546207610664,0.419842350504789
2025,SFG,96,3705,0.30470067476383267,0.22342240215924425,0.09043076923076922,0.07613063427800269,0.3811468286099865
2025,STL,105,4073,0.3143751534495458,0.20068401669531058,0.08325042965872821,0.08112104100171862,0.4084844095261478
2025,TBR,117,3931,0.3173073009412363,0.2204706181633172,0.082012465021623,0.0790597812261511,0.40294912236072244
2025,TEX,113,3901,0.29833247885157654,0.2228213278646501,0.0817180210202512,0.08670725455011534,0.41184926941809785
2025,TOR,116,4164,0.32755835734870314,0.17249231508165228,0.08787007684918346,0.08413088376561,0.4134056195965418
2025,WSN,99,3834,0.30604094940010435,0.21290010432968176,0.07911424100156493,0.08109311424100155,0.4132681272822118
